alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	precom	align	prune	ed	h0	h0end
pa_manual	random	3	300000	0.1	1	18	10.1623	0:00:10	257.96	287.32	252.23	252.66	0.00	0.00	87.74	9.43	ok	1	268028	260367	0.00	GapSeed	18	1	1	0	Gap	14890	31733	31717	8716889	9164190	3328748	53265	6325324	19685	1262	34.19	387.71	9735.25	133.59	26212	17213	29384
pa_manual_zero	random	3	300000	0.1	1	18	8.8351	0:00:08	275.55	299.21	270.23	270.65	0.00	0.00	85.57	8.07	ok	1	268028	260367	0.00	GapSeed	18	1	1	0	Gap	14890	31733	31733	8961623	9401902	3401442	59946	3386186	19700	4715	35.08	389.43	8402.26	122.00	26212	15576	29380
pa_manual_unordered	random	3	300000	0.1	1	18	12.5539	0:00:12	201.23	213.30	195.07	195.48	0.00	0.00	89.71	11.75	ok	1	268028	260367	0.00	Unordered	18	1	1	0	Zero	14883	8769	8769	9778378	10237343	3659381	65016	11546338	8599	0	38.20	281.82	12229.64	0.00	26212	12228	29426
pa_manual	human	3	300000	0.1	1	14	15.6259	0:00:15	111.87	124.32	105.69	106.09	0.00	0.00	92.99	15.02	ok	3	306496	297874	0.00	GapSeed	14	1	1	0	Gap	21892	134305	77271	2053831	2289513	309305	11273	1178284	33745	2162	7.47	318.62	4876.29	3977.20	30201	21710	42362
pa_manual_zero	human	3	300000	0.1	1	14	32.6975	0:00:32	91.30	108.16	84.71	85.12	0.00	0.00	46.42	15.66	ok	3	306496	297874	0.00	GapSeed	14	1	1	0	Gap	21892	134305	134305	2479807	2739768	383554	17594	1100822	33837	4761	8.94	337.37	10541.48	9506.93	30201	19354	42049
pa_manual_unordered	human	3	300000	0.1	1	14	100.5033	0:01:40	2721.25	2733.23	2714.77	2715.17	0.00	0.00	74.71	75.55	timeout 100s
pa_manual	human	3	300000	0.1	1	15	12.8828	0:00:12	181.54	207.06	175.39	175.80	0.00	0.00	92.45	12.40	ok	3	306496	297874	0.00	GapSeed	15	1	1	0	Gap	20432	102663	64949	2852192	3130055	406974	15698	1700723	30289	1936	10.21	291.52	3991.02	2715.07	30201	21196	39683
pa_manual_zero	human	3	300000	0.1	1	15	21.7855	0:00:21	126.09	140.07	119.57	119.99	0.00	0.00	68.07	15.32	ok	3	306496	297874	0.00	GapSeed	15	1	1	0	Gap	20432	102663	102663	3323960	3621403	499310	22616	1214161	30412	5301	11.82	316.81	6925.30	5503.11	30201	18952	39433
pa_manual_unordered	human	3	300000	0.1	1	15	100.4467	0:01:40	2740.63	2753.89	2734.44	2734.83	0.00	0.00	74.03	74.84	timeout 100s
pa_manual	human	3	300000	0.1	1	16	11.5540	0:00:11	188.05	203.66	184.11	184.51	0.00	0.00	90.31	10.93	ok	3	306496	297874	0.00	GapSeed	16	1	1	0	Gap	19155	82291	55918	4068527	4400866	554741	22750	2556790	27357	1666	14.36	272.68	3568.72	1713.51	30201	20714	37349
pa_manual_zero	human	3	300000	0.1	1	16	16.6164	0:00:16	152.50	163.49	146.12	146.53	0.00	0.00	90.21	15.48	ok	3	306496	297874	0.00	GapSeed	16	1	1	0	Gap	19155	82291	82291	4586867	4932702	658838	30465	1689398	27476	5253	16.09	288.52	5238.50	3322.40	30201	18565	37116
pa_manual_unordered	human	3	300000	0.1	1	16	100.2557	0:01:40	2735.23	2749.50	2729.00	2729.40	0.00	0.00	74.46	75.16	timeout 100s
pa_manual	human	3	300000	0.1	1	17	13.6185	0:00:13	232.95	245.05	226.12	226.59	0.00	0.00	91.86	13.00	ok	3	306496	297874	0.00	GapSeed	17	1	1	0	Gap	18029	68134	48748	6030024	6435389	771734	34072	4042973	24903	1423	21.00	266.45	4262.17	1263.68	30201	20204	35271
pa_manual_zero	human	3	300000	0.1	1	17	16.5152	0:00:16	237.04	333.45	230.77	231.18	0.00	0.00	91.92	15.65	ok	3	306496	297874	0.00	GapSeed	17	1	1	0	Gap	18029	68134	68134	6617373	7028219	901131	42451	2722973	25004	4881	22.93	282.65	5209.36	2157.13	30201	18151	35074
pa_manual_unordered	human	3	300000	0.1	1	17	100.5569	0:01:40	2738.67	2751.52	2732.09	2732.51	0.00	0.00	74.20	75.08	timeout 100s
pa_manual	human	3	300000	0.1	1	18	21.7950	0:00:21	229.49	240.59	222.89	223.30	0.00	0.00	68.47	15.40	ok	3	306496	297874	0.00	GapSeed	18	1	1	0	Gap	17027	57130	42865	9859027	10376590	1175009	56441	7246465	22764	1199	33.86	277.96	6977.00	1081.77	30201	19763	33469
pa_manual_zero	human	3	300000	0.1	1	18	22.4139	0:00:22	232.35	243.18	225.89	226.30	0.00	0.00	67.32	15.58	ok	3	306496	297874	0.00	GapSeed	18	1	1	0	Gap	17027	57130	57130	10644823	11161369	1339642	66828	5056097	22851	4504	36.42	274.47	7183.96	1464.53	30201	17805	33281
pa_manual_unordered	human	3	300000	0.1	1	18	100.2100	0:01:40	2736.92	2750.62	2730.66	2731.07	0.00	0.00	74.76	75.41	timeout 100s
pa_manual	random	1	1000000	0.1	1	14	5.3822	0:00:05	248.55	271.45	242.12	242.55	0.00	0.00	86.77	5.15	ok	1	1208569	1174319	0.00	GapSeed	14	1	1	0	Gap	86326	257099	225145	7710370	8617808	3836430	42042	4362883	132923	11656	7.13	1599.04	3754.03	195.47	119119	85703	168462
pa_manual_zero	random	1	1000000	0.1	1	14	6.4171	0:00:06	308.21	371.71	302.08	302.47	0.00	0.00	85.25	5.95	ok	1	1208569	1174319	0.00	GapSeed	14	1	1	0	Gap	86326	257099	257099	8932849	9916760	4230644	63827	3854061	132998	21245	8.21	1703.44	4673.93	506.39	119119	76566	168324
pa_manual_unordered	random	1	1000000	0.1	1	14	100.2763	0:01:40	1432.03	1465.82	1425.42	1425.85	0.00	0.00	73.94	74.64	timeout 100s
pa_manual	random	1	1000000	0.1	1	15	6.8119	0:00:06	240.04	258.06	233.59	233.99	0.00	0.00	83.38	6.17	ok	1	1208569	1174319	0.00	GapSeed	15	1	1	0	Gap	80571	205571	197574	10493327	11553822	4993480	57589	6668474	119363	10012	9.56	1540.53	5243.22	186.40	119119	83686	157638
pa_manual_zero	random	1	1000000	0.1	1	15	6.3165	0:00:06	281.29	366.45	274.66	275.09	0.00	0.00	80.43	5.57	ok	1	1208569	1174319	0.00	GapSeed	15	1	1	0	Gap	80571	205571	205571	11732076	12846072	5386299	80641	2711818	119400	25631	10.63	1519.02	4756.73	246.09	119119	74890	157531
pa_manual_unordered	random	1	1000000	0.1	1	15	18.1638	0:00:18	388.07	403.94	381.44	381.85	0.00	0.00	85.12	15.96	ok	1	1208569	1174319	0.00	Unordered	15	1	1	0	Zero	75538	49949	49949	23278172	24817885	9721009	153889	33306365	46347	0	20.53	1063.49	17076.04	0.00	119119	51178	143872
pa_manual	random	1	1000000	0.1	1	16	10.3656	0:00:10	559.50	585.89	555.71	556.11	0.00	0.00	88.52	9.76	ok	1	1208569	1174319	0.00	GapSeed	16	1	1	0	Gap	75535	178259	176397	14967273	16233669	6749257	84326	10524263	107648	8265	13.43	1638.50	8709.42	247.00	119119	81719	148216
pa_manual_zero	random	1	1000000	0.1	1	16	8.8658	0:00:08	604.44	641.96	601.32	601.74	0.00	0.00	82.71	7.89	ok	1	1208569	1174319	0.00	GapSeed	16	1	1	0	Gap	75535	178259	178259	16190115	17482924	7134620	108238	3717818	107722	25222	14.47	1622.56	7229.78	262.30	119119	73305	148163
pa_manual_unordered	random	1	1000000	0.1	1	16	16.7775	0:00:16	397.21	563.92	381.20	381.60	0.00	0.00	88.67	15.45	ok	1	1208569	1174319	0.00	Unordered	16	1	1	0	Zero	74329	46926	46926	20404283	21855173	8716435	134549	29296477	45210	0	18.08	1301.01	15461.82	0.00	119119	54806	145226
pa_manual	random	1	1000000	0.1	1	17	16.4421	0:00:16	401.67	579.80	395.09	395.51	0.00	0.00	90.04	15.32	ok	1	1208569	1174319	0.00	GapSeed	17	1	1	0	Gap	71092	158866	158320	22555519	24112966	9538745	130992	17523272	97460	6786	19.95	1626.36	14797.80	278.45	119119	79831	139947
pa_manual_zero	random	1	1000000	0.1	1	17	14.2748	0:00:14	789.82	1159.32	783.23	783.64	0.00	0.00	89.69	13.38	ok	1	1208569	1174319	0.00	GapSeed	17	1	1	0	Gap	71092	158866	158866	23823729	25377792	9929314	157747	7753730	97489	23303	21.00	1571.95	12678.45	283.13	119119	71849	139889
pa_manual_unordered	random	1	1000000	0.1	1	17	23.9667	0:00:23	404.14	561.91	399.18	399.59	0.00	0.00	62.78	15.59	ok	1	1208569	1174319	0.00	Unordered	17	1	1	0	Zero	70786	43117	43117	27531999	29201532	11226719	181757	38940274	41981	0	24.16	1216.16	22732.50	0.00	119119	55338	139300
pa_manual	random	1	1000000	0.1	1	18	29.7305	0:00:29	397.63	416.70	391.04	391.45	0.00	0.00	49.98	15.34	ok	1	1208569	1174319	0.00	GapSeed	18	1	1	0	Gap	67142	143332	143202	37987425	40013005	14749158	228126	32005071	88910	5520	33.11	1502.76	28202.12	381.62	119119	78020	132548
pa_manual_zero	random	1	1000000	0.1	1	18	25.0092	0:00:25	845.50	1130.82	849.39	849.81	0.00	0.00	60.26	15.57	ok	1	1208569	1174319	0.00	GapSeed	18	1	1	0	Gap	67142	143332	143332	39186354	41175341	15119306	257601	16340797	88936	21157	34.07	1376.54	23603.50	363.41	119119	70323	132508
pa_manual_unordered	random	1	1000000	0.1	1	18	40.4625	0:00:40	473.19	559.50	468.63	469.03	0.00	0.00	37.14	15.52	ok	1	1208569	1174319	0.00	Unordered	18	1	1	0	Zero	67073	39516	39516	44279918	46390868	16722663	292418	62890080	38624	0	38.38	1040.13	39395.22	0.00	119119	55114	132362
pa_manual	human	1	1000000	0.1	1	14	100.0368	0:01:40	248.78	269.34	242.02	242.44	0.00	0.00	75.14	75.65	timeout 100s
pa_manual_zero	human	1	1000000	0.1	1	14	100.0465	0:01:40	347.95	368.93	341.64	342.05	0.00	0.00	74.85	75.37	timeout 100s
pa_manual_unordered	human	1	1000000	0.1	1	14	100.2638	0:01:40	2730.91	2745.39	2724.64	2725.05	0.00	0.00	74.52	75.19	timeout 100s
pa_manual	human	1	1000000	0.1	1	15	100.0306	0:01:40	195.74	234.08	189.32	189.74	0.00	0.00	74.46	74.96	timeout 100s
pa_manual_zero	human	1	1000000	0.1	1	15	100.0376	0:01:40	268.73	312.62	262.20	262.62	0.00	0.00	74.78	75.30	timeout 100s
pa_manual_unordered	human	1	1000000	0.1	1	15	100.2274	0:01:40	2731.66	2746.09	2725.25	2725.66	0.00	0.00	74.06	74.72	timeout 100s
pa_manual	human	1	1000000	0.1	1	16	100.0338	0:01:40	200.62	220.46	194.15	194.57	0.00	0.00	74.94	75.44	timeout 100s
pa_manual_zero	human	1	1000000	0.1	1	16	100.0529	0:01:40	226.34	246.14	219.86	220.28	0.00	0.00	74.64	75.16	timeout 100s
pa_manual_unordered	human	1	1000000	0.1	1	16	100.2186	0:01:40	2749.92	2765.50	2743.13	2743.55	0.00	0.00	74.86	75.51	timeout 100s
pa_manual	human	1	1000000	0.1	1	17	100.0310	0:01:40	257.41	286.01	250.68	251.11	0.00	0.00	74.83	75.33	timeout 100s
pa_manual_zero	human	1	1000000	0.1	1	17	100.0337	0:01:40	242.83	271.20	236.32	236.73	0.00	0.00	75.16	75.69	timeout 100s
pa_manual_unordered	human	1	1000000	0.1	1	17	100.2384	0:01:40	2750.16	2765.87	2743.68	2744.09	0.00	0.00	74.31	74.98	timeout 100s
pa_manual	human	1	1000000	0.1	1	18	100.0516	0:01:40	414.64	431.21	408.05	408.47	0.00	0.00	74.80	75.35	timeout 100s
pa_manual_zero	human	1	1000000	0.1	1	18	100.0435	0:01:40	281.47	298.53	274.97	275.37	0.00	0.00	74.77	75.26	timeout 100s
pa_manual_unordered	human	1	1000000	0.1	1	18	100.2635	0:01:40	2750.09	2765.39	2743.58	2743.99	0.00	0.00	75.02	75.69	timeout 100s
