alg	cnt	n	e	m	k	pf	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	nr	|a|	|b|	r	H	k	md	pr	bf	dist	seeds	matches	expanded	explored	dbl	ret	band	precom	align	prune	dist		m_pat	m_exp
pa	1000	1000	0.01	0	7	0.4	0.4661	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	7	0	1		Gap	142	142	1004	1022	0	0	1.02	0.09	0.12	0.03	9	9		
pa	1000	1000	0.01	0	7	0.8	0.5074	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	7	0	1		Gap	142	142	1004	1022	0	0	1.02	0.10	0.14	0.05	9	9		
pa	1000	1000	0.01	0	7	1.0	0.5089	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	7	0	1		Gap	142	142	1004	1022	0	0	1.02	0.09	0.14	0.05	9	9		
pa	1000	1000	0.01	0	8	0.4	0.4956	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	8	0	1		Gap	125	119	1004	1022	0	0	1.02	0.09	0.12	0.03	9	9		
pa	1000	1000	0.01	0	8	0.8	0.4599	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	8	0	1		Gap	125	119	1004	1022	0	0	1.02	0.08	0.12	0.04	9	9		
pa	1000	1000	0.01	0	8	1.0	0.4756	0:00:00	2.85	7.10	0.07	0.52	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	8	0	1		Gap	125	119	1004	1022	0	0	1.02	0.09	0.13	0.04	9	9		
pa	1000	1000	0.01	0	9	0.4	0.4473	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	9	0	1		Gap	111	103	1005	1023	0	0	1.02	0.07	0.11	0.03	9	9		
pa	1000	1000	0.01	0	9	0.8	0.4933	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	9	0	1		Gap	111	103	1005	1023	0	0	1.02	0.08	0.13	0.04	9	9		
pa	1000	1000	0.01	0	9	1.0	0.4486	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	9	0	1		Gap	111	103	1005	1023	0	0	1.02	0.07	0.11	0.03	9	9		
pa	1000	1000	0.01	0	10	0.4	0.4422	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	10	0	1		Gap	100	92	1005	1023	0	0	1.02	0.07	0.10	0.02	9	9		
pa	1000	1000	0.01	0	10	0.8	0.4333	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	10	0	1		Gap	100	92	1005	1023	0	0	1.02	0.07	0.11	0.03	9	9		
pa	1000	1000	0.01	0	10	1.0	0.4250	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	10	0	1		Gap	100	92	1005	1023	0	0	1.02	0.06	0.11	0.03	9	9		
pa	1000	1000	0.01	0	11	0.4	0.4230	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	11	0	1		Gap	90	81	1005	1023	0	0	1.02	0.06	0.09	0.02	9	9		
pa	1000	1000	0.01	0	11	0.8	0.4251	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	11	0	1		Gap	90	81	1005	1023	0	0	1.02	0.06	0.10	0.03	9	9		
pa	1000	1000	0.01	0	11	1.0	0.4885	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	11	0	1		Gap	90	81	1005	1023	0	0	1.02	0.07	0.11	0.03	9	9		
pa	1000	1000	0.01	0	15	0.4	0.3850	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	15	0	1		Gap	66	57	1006	1025	0	0	1.03	0.05	0.08	0.01	9	9		
pa	1000	1000	0.01	0	15	0.8	0.4112	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	15	0	1		Gap	66	57	1006	1025	0	0	1.03	0.05	0.09	0.02	9	9		
pa	1000	1000	0.01	0	15	1.0	0.4002	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	15	0	1		Gap	66	57	1006	1025	0	0	1.03	0.05	0.09	0.02	9	9		
pa	1000	1000	0.01	0	20	0.4	0.3662	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	20	0	1		Gap	50	41	1006	1026	0	0	1.03	0.04	0.07	0.01	9	9		
pa	1000	1000	0.01	0	20	0.8	0.4084	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	20	0	1		Gap	50	41	1006	1026	0	0	1.03	0.04	0.08	0.02	9	9		
pa	1000	1000	0.01	0	20	1.0	0.4047	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	20	0	1		Gap	50	41	1006	1026	0	0	1.03	0.04	0.08	0.01	9	9		
pa	1000	1000	0.01	0	32	0.4	4.7323	0:00:04	11.14	21.68	4.49	5.28	0.00	0.00	87.26	4.40	1000	1000	999	0.00	GapSeed	32	0	1		Gap	31	30037	1136	1227	0	2	1.23	4.23	0.20	0.08	9	2		
pa	1000	1000	0.01	0	32	0.8	5.3702	0:00:05	11.24	21.68	4.45	5.20	0.00	0.00	86.97	4.92	1000	1000	999	0.00	GapSeed	32	0	1		Gap	31	30037	1135	1224	0	2	1.22	4.79	0.23	0.10	9	2		
pa	1000	1000	0.01	0	32	1.0	5.0249	0:00:05	11.09	21.68	4.49	5.21	0.00	0.00	82.19	4.37	1000	1000	999	0.00	GapSeed	32	0	1		Gap	31	30037	1134	1224	0	3	1.22	4.47	0.23	0.11	9	2		
pa	1000	1000	0.05	0	6	0.4	0.8713	0:00:00	9.69	20.20	3.12	3.79	0.00	0.00	0.00	0.02	1000	1000	999	0.00	GapSeed	6	0	1		Gap	166	171	1040	1148	1	50	1.15	0.10	0.25	0.05	44	40		
pa	1000	1000	0.05	0	6	0.8	0.7626	0:00:00	9.88	20.21	3.16	3.83	0.00	0.00	0.00	0.11	1000	1000	999	0.00	GapSeed	6	0	1		Gap	166	171	1038	1144	1	49	1.14	0.15	0.24	0.05	44	40		
pa	1000	1000	0.05	0	6	1.0	0.9669	0:00:00	9.86	20.20	3.16	3.81	0.00	0.00	0.00	0.05	1000	1000	999	0.00	GapSeed	6	0	1		Gap	166	171	1037	1144	1	49	1.14	0.19	0.32	0.06	44	40		
pa	1000	1000	0.05	0	7	0.4	0.3841	0:00:00	3.14	14.20	0.13	0.80	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	7	0	1		Gap	142	115	1049	1164	1	61	1.16	0.06	0.11	0.02	44	39		
pa	1000	1000	0.05	0	7	0.8	0.9270	0:00:00	10.16	20.07	3.07	3.91	0.00	0.00	0.00	0.01	1000	1000	999	0.00	GapSeed	7	0	1		Gap	142	115	1045	1158	1	58	1.16	0.16	0.24	0.07	44	39		
pa	1000	1000	0.05	0	7	1.0	0.9603	0:00:00	9.94	20.07	3.09	3.92	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	7	0	1		Gap	142	115	1045	1157	1	58	1.16	0.20	0.24	0.05	44	39		
pa	1000	1000	0.05	0	8	0.4	0.8798	0:00:00	10.11	20.21	3.11	3.81	0.00	0.00	0.00	0.02	1000	1000	999	0.00	GapSeed	8	0	1		Gap	125	92	1061	1183	2	70	1.18	0.14	0.26	0.03	44	39		
pa	1000	1000	0.05	0	8	0.8	0.7334	0:00:00	9.77	20.20	3.14	3.80	0.00	0.00	0.00	0.07	1000	1000	999	0.00	GapSeed	8	0	1		Gap	125	92	1054	1172	2	65	1.17	0.10	0.25	0.06	44	39		
pa	1000	1000	0.05	0	8	1.0	0.8165	0:00:00	9.92	20.22	3.12	3.78	0.00	0.00	0.00	0.05	1000	1000	999	0.00	GapSeed	8	0	1		Gap	125	92	1053	1170	2	64	1.17	0.08	0.30	0.07	44	39		
pa	1000	1000	0.05	0	9	0.4	0.5227	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	9	0	1		Gap	111	76	1076	1207	2	83	1.21	0.07	0.14	0.01	44	38		
pa	1000	1000	0.05	0	9	0.8	0.7570	0:00:00	9.81	20.21	3.16	3.94	0.00	0.00	0.00	0.07	1000	1000	999	0.00	GapSeed	9	0	1		Gap	111	76	1065	1190	2	75	1.19	0.09	0.24	0.04	44	38		
pa	1000	1000	0.05	0	9	1.0	0.6865	0:00:00	9.86	20.20	3.12	3.88	0.00	0.00	0.00	0.04	1000	1000	999	0.00	GapSeed	9	0	1		Gap	111	76	1063	1187	2	74	1.19	0.07	0.15	0.03	44	38		
pa	1000	1000	0.05	0	10	0.4	0.5987	0:00:00	9.68	20.22	3.16	3.88	0.00	0.00	0.00	0.10	1000	1000	999	0.00	GapSeed	10	0	1		Gap	100	65	1099	1242	2	101	1.24	0.04	0.12	0.01	44	37		
pa	1000	1000	0.05	0	10	0.8	0.6614	0:00:00	10.04	20.20	3.14	3.98	0.00	0.00	0.00	0.10	1000	1000	999	0.00	GapSeed	10	0	1		Gap	100	65	1078	1211	2	86	1.21	0.07	0.25	0.06	44	37		
pa	1000	1000	0.05	0	10	1.0	0.4061	0:00:00	2.80	7.10	0.08	0.55	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	10	0	1		Gap	100	65	1075	1206	2	84	1.21	0.04	0.13	0.02	44	37		
pa	1000	1000	0.05	0	11	0.8	0.5744	0:00:00	9.94	20.20	3.16	3.89	0.00	0.00	0.00	0.13	1000	1000	999	0.00	GapSeed	11	0	1		Gap	90	56	1097	1239	3	102	1.24	0.05	0.15	0.02	44	36		
pa	1000	1000	0.05	0	11	1.0	0.5538	0:00:00	9.77	20.24	3.18	3.88	0.00	0.00	0.00	0.16	1000	1000	999	0.00	GapSeed	11	0	1		Gap	90	56	1091	1231	3	98	1.23	0.06	0.25	0.06	44	36		
pa	1000	1000	0.05	0	15	0.8	0.5350	0:00:00	10.09	20.22	3.22	4.04	0.00	0.00	0.00	0.18	1000	1000	999	0.00	GapSeed	15	0	1		Gap	66	34	1221	1420	5	181	1.42	0.03	0.21	0.02	44	34		
pa	1000	1000	0.05	0	15	1.0	0.4735	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	1000	1000	999	0.00	GapSeed	15	0	1		Gap	66	34	1195	1383	5	165	1.38	0.04	0.17	0.01	44	34		
pa	1000	1000	0.05	0	20	0.8	1.0110	0:00:01	10.00	20.33	3.28	4.26	0.00	0.00	0.00	0.05	1000	1000	999	0.00	GapSeed	20	0	1		Gap	50	20	1714	2073	8	365	2.07	0.04	0.53	0.01	44	31		
pa	1000	1000	0.05	0	20	1.0	1.0570	0:00:01	10.10	20.96	3.91	4.61	0.00	0.00	22.78	0.24	1000	1000	999	0.00	GapSeed	20	0	1		Gap	50	20	1572	1888	8	332	1.89	0.04	0.47	0.03	44	31		
pa	1000	1000	0.2	0	6	1.0	2.4354	0:00:02	10.61	20.98	3.97	4.76	0.00	0.00	63.25	1.81	1000	1000	1000	0.00	GapSeed	6	0	1		Gap	166	106	6507	8133	87	4910	8.13	0.08	2.11	0.09	157	108		
pa	1000	1000	0.2	1	7	1.0	1.6452	0:00:01	10.00	20.54	3.46	4.16	0.00	0.00	63.27	1.29	1000	1000	1000	0.00	GapSeed	7	1	1		Gap	142	770	1468	2010	27	526	2.01	0.68	0.69	0.26	157	141		
pa	1000	1000	0.2	1	8	1.0	1.4073	0:00:01	10.11	20.51	3.46	4.17	0.00	0.00	36.94	0.77	1000	1000	1000	0.00	GapSeed	8	1	1		Gap	125	363	1701	2331	37	724	2.33	0.51	0.62	0.13	157	138		
pa	1000	1000	0.2	1	9	1.0	1.4348	0:00:01	10.33	20.52	3.49	4.20	0.00	0.00	36.26	0.77	1000	1000	1000	0.00	GapSeed	9	1	1		Gap	111	222	2122	2887	52	1093	2.89	0.44	0.73	0.09	157	134		
pa	1000	1000	0.2	1	10	1.0	1.5974	0:00:01	10.22	20.52	3.48	4.19	0.00	0.00	64.47	1.28	1000	1000	1000	0.00	GapSeed	10	1	1		Gap	100	157	2849	3809	75	1701	3.81	0.38	0.95	0.09	157	130		
pa	1000	1000	0.2	1	11	1.0	2.0788	0:00:02	10.38	20.79	3.70	4.38	0.00	0.00	49.92	1.29	1000	1000	1000	0.00	GapSeed	11	1	1		Gap	90	118	4559	5884	121	2980	5.88	0.34	1.48	0.07	157	124		
pa	333	3000	0.01	0	6	0.4	0.5902	0:00:00	10.31	20.37	3.34	3.99	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	841	3012	3068	0	1	1.02	0.45	0.48	0.15	27	27		
pa	333	3000	0.01	0	6	0.8	0.5536	0:00:00	9.95	20.36	3.36	4.11	0.00	0.00	0.00	0.30	333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	841	3012	3068	0	1	1.02	0.44	0.49	0.20	27	27		
pa	333	3000	0.01	0	6	1.0	0.6463	0:00:00	10.21	20.51	3.36	4.01	0.00	0.00	0.00	0.28	333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	841	3012	3068	0	1	1.02	0.44	0.75	0.45	27	27		
pa	333	3000	0.01	0	7	0.4	0.4879	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	482	3013	3069	0	1	1.02	0.28	0.36	0.09	27	27		
pa	333	3000	0.01	0	7	0.8	0.5465	0:00:00	9.82	20.38	3.25	3.89	0.00	0.00	0.00	0.24	333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	482	3013	3069	0	1	1.02	0.31	0.49	0.20	27	27		
pa	333	3000	0.01	0	7	1.0	0.5856	0:00:00	10.04	20.38	3.30	3.92	0.00	0.00	0.00	0.23	333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	482	3013	3069	0	1	1.02	0.37	0.53	0.24	27	27		
pa	333	3000	0.01	0	8	0.4	0.5063	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	368	3013	3069	0	2	1.02	0.26	0.37	0.09	27	27		
pa	333	3000	0.01	0	8	0.8	0.4979	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	368	3013	3069	0	2	1.02	0.26	0.42	0.15	27	27		
pa	333	3000	0.01	0	8	1.0	0.5019	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	368	3013	3069	0	2	1.02	0.26	0.42	0.16	27	27		
pa	333	3000	0.01	0	9	0.4	0.4742	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	312	3013	3070	0	3	1.02	0.23	0.35	0.08	27	27		
pa	333	3000	0.01	0	9	0.8	0.4814	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	312	3013	3070	0	3	1.02	0.21	0.37	0.12	27	27		
pa	333	3000	0.01	0	9	1.0	0.4352	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	312	3013	3070	0	3	1.02	0.20	0.34	0.11	27	27		
pa	333	3000	0.01	0	10	0.4	0.4310	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	276	3014	3071	0	3	1.02	0.22	0.29	0.06	27	26		
pa	333	3000	0.01	0	10	0.8	0.4520	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	276	3014	3071	0	3	1.02	0.20	0.36	0.11	27	26		
pa	333	3000	0.01	0	10	1.0	0.4887	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	276	3014	3071	0	3	1.02	0.22	0.39	0.11	27	26		
pa	333	3000	0.01	0	11	0.4	0.4543	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	11	0	1		Gap	272	247	3014	3072	0	4	1.02	0.20	0.32	0.06	27	26		
pa	333	3000	0.01	0	11	0.8	0.4404	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	11	0	1		Gap	272	247	3014	3072	0	4	1.02	0.19	0.33	0.10	27	26		
pa	333	3000	0.01	0	11	1.0	0.4406	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	11	0	1		Gap	272	247	3014	3072	0	4	1.02	0.19	0.34	0.10	27	26		
pa	333	3000	0.01	0	15	0.4	0.3913	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	15	0	1		Gap	200	175	3017	3077	0	6	1.03	0.14	0.25	0.04	27	26		
pa	333	3000	0.01	0	15	0.8	0.4129	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	15	0	1		Gap	200	175	3016	3076	0	6	1.03	0.15	0.28	0.07	27	26		
pa	333	3000	0.01	0	15	1.0	0.4169	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	15	0	1		Gap	200	175	3016	3076	0	6	1.03	0.15	0.28	0.06	27	26		
pa	333	3000	0.01	0	20	0.4	0.4145	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	125	3020	3083	0	11	1.03	0.13	0.25	0.03	27	26		
pa	333	3000	0.01	0	20	0.8	0.3631	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	125	3020	3083	0	11	1.03	0.11	0.24	0.05	27	26		
pa	333	3000	0.01	0	20	1.0	0.3998	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	125	3019	3082	0	11	1.03	0.13	0.25	0.04	27	26		
pa	333	3000	0.01	0	32	0.4	18.1331	0:00:18	18.25	38.82	11.61	12.36	0.00	0.00	81.89	15.09	333	3000	2999	0.00	GapSeed	32	0	1		Gap	93	276116	6731	7970	0	45	2.66	49.94	3.09	1.68	27	4		
pa	333	3000	0.01	0	32	0.8	17.1926	0:00:17	18.04	39.30	11.29	12.00	0.00	0.00	86.34	15.06	333	3000	2999	0.00	GapSeed	32	0	1		Gap	93	276116	6663	7864	0	100	2.62	46.35	3.84	2.45	27	4		
pa	333	3000	0.01	0	32	1.0	17.0924	0:00:17	17.90	39.30	11.30	12.06	0.00	0.00	88.30	15.34	333	3000	2999	0.00	GapSeed	32	0	1		Gap	93	276116	6612	7787	0	142	2.60	45.48	4.52	3.09	27	4		
pa	333	3000	0.05	0	6	0.4	0.5985	0:00:00	9.86	20.49	3.48	4.33	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	760	3119	3446	4	266	1.15	0.43	0.54	0.10	132	121		
pa	333	3000	0.05	0	6	0.8	0.6235	0:00:00	9.87	20.48	3.42	4.24	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	760	3112	3435	4	246	1.15	0.40	0.66	0.18	132	121		
pa	333	3000	0.05	0	6	1.0	0.6811	0:00:00	9.98	20.49	3.47	4.29	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	760	3110	3432	4	243	1.14	0.41	0.85	0.36	132	121		
pa	333	3000	0.05	0	7	0.4	0.5453	0:00:00	10.04	20.49	3.43	4.28	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	401	3152	3501	5	325	1.17	0.31	0.51	0.08	132	118		
pa	333	3000	0.05	0	7	0.8	0.5644	0:00:00	10.09	20.50	3.42	4.26	0.00	0.00	0.00	0.24	333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	401	3137	3477	5	285	1.16	0.31	0.57	0.13	132	118		
pa	333	3000	0.05	0	7	1.0	0.5759	0:00:00	10.22	20.51	3.44	4.30	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	401	3133	3473	5	278	1.16	0.28	0.65	0.18	132	118		
pa	333	3000	0.05	0	8	0.4	0.5263	0:00:00	10.10	20.62	3.49	4.33	0.00	0.00	0.00	0.26	333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	287	3193	3566	6	393	1.19	0.23	0.52	0.06	132	116		
pa	333	3000	0.05	0	8	0.8	0.5124	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	287	3166	3526	6	325	1.18	0.22	0.52	0.10	132	116		
pa	333	3000	0.05	0	8	1.0	0.5378	0:00:00	10.05	20.48	3.46	4.26	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	287	3161	3519	6	312	1.17	0.22	0.60	0.13	132	116		
pa	333	3000	0.05	0	9	0.4	0.4932	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	233	3249	3653	8	489	1.22	0.19	0.51	0.05	132	114		
pa	333	3000	0.05	0	9	0.8	0.5138	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	233	3203	3585	7	379	1.20	0.19	0.53	0.09	132	114		
pa	333	3000	0.05	0	9	1.0	0.5081	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	233	3195	3573	7	358	1.19	0.19	0.54	0.10	132	114		
pa	333	3000	0.05	0	10	0.4	0.4996	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	198	3331	3776	9	603	1.26	0.17	0.52	0.05	132	112		
pa	333	3000	0.05	0	10	0.8	0.5981	0:00:00	10.16	20.48	3.44	4.52	0.00	0.00	0.00	0.10	333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	198	3250	3658	9	442	1.22	0.11	0.39	0.06	132	112		
pa	333	3000	0.05	0	10	1.0	0.5042	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	198	3237	3639	9	412	1.21	0.17	0.54	0.09	132	112		
pa	333	3000	0.05	0	11	0.8	0.5106	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	11	0	1		Gap	272	171	3311	3750	10	532	1.25	0.15	0.54	0.07	132	109		
pa	333	3000	0.05	0	11	1.0	0.4997	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	333	3000	2999	0.00	GapSeed	11	0	1		Gap	272	171	3290	3719	10	490	1.24	0.15	0.54	0.08	132	109		
pa	333	3000	0.05	0	15	0.8	0.5469	0:00:00	10.48	20.61	3.59	4.44	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	15	0	1		Gap	200	104	3821	4465	17	1141	1.49	0.15	0.70	0.05	132	101		
pa	333	3000	0.05	0	15	1.0	0.5292	0:00:00	10.13	20.63	3.54	4.35	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	15	0	1		Gap	200	104	3685	4281	17	958	1.43	0.12	0.69	0.05	132	101		
pa	333	3000	0.05	0	20	0.8	0.9720	0:00:00	11.24	21.97	4.82	5.65	0.00	0.00	0.00	0.24	333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	62	7824	9462	38	4216	3.15	0.09	1.99	0.04	132	92		
pa	333	3000	0.05	0	20	1.0	0.7465	0:00:00	11.18	21.52	4.43	5.30	0.00	0.00	0.00	0.25	333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	62	5935	7150	31	2972	2.38	0.09	1.36	0.04	132	92		
pa	333	3000	0.2	0	6	1.0	3.9808	0:00:03	12.65	23.25	6.03	6.71	0.00	0.00	77.38	3.32	333	3000	3000	0.00	GapSeed	6	0	1		Gap	500	568	31172	37591	426	37200	12.53	0.29	10.84	0.47	472	324		
pa	333	3000	0.2	1	7	1.0	2.4479	0:00:02	10.92	21.55	4.46	5.16	0.00	0.00	62.88	1.80	333	3000	3000	0.00	GapSeed	7	1	1		Gap	428	4948	4420	6061	85	2326	2.02	2.96	3.53	2.14	472	427		
pa	333	3000	0.2	1	8	1.0	1.6028	0:00:01	10.96	21.54	4.41	5.16	0.00	0.00	64.87	1.28	333	3000	3000	0.00	GapSeed	8	1	1		Gap	375	1739	5218	7152	116	3405	2.38	1.74	2.22	0.59	472	415		
pa	333	3000	0.2	1	9	1.0	1.4372	0:00:01	10.80	21.16	4.12	4.82	0.00	0.00	36.12	0.77	333	3000	3000	0.00	GapSeed	9	1	1		Gap	333	826	6664	9041	168	5412	3.01	1.19	2.33	0.31	472	402		
pa	333	3000	0.2	1	10	1.0	1.8453	0:00:01	11.32	21.70	4.56	5.28	0.00	0.00	55.80	1.28	333	3000	3000	0.00	GapSeed	10	1	1		Gap	300	509	9582	12669	256	9290	4.22	1.19	3.54	0.26	472	390		
pa	333	3000	0.2	1	11	1.0	2.6135	0:00:02	11.42	22.03	4.92	5.59	0.00	0.00	79.56	2.33	333	3000	3000	0.00	GapSeed	11	1	1		Gap	272	366	16638	21048	454	18451	7.02	1.05	6.01	0.25	472	376		
pa	100	10000	0.01	0	6	0.4	0.6940	0:00:00	11.03	21.33	4.29	5.12	0.00	0.00	0.00	0.24	100	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5656	10040	10228	0	31	1.02	2.37	1.58	0.53	91	89		
pa	100	10000	0.01	0	6	0.8	0.7137	0:00:00	11.33	21.46	4.36	5.19	0.00	0.00	0.00	0.27	100	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5656	10040	10228	0	31	1.02	2.48	2.13	1.02	91	89		
pa	100	10000	0.01	0	6	1.0	1.2394	0:00:01	11.28	21.55	4.39	5.21	0.00	0.00	41.95	0.77	100	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5656	10040	10228	0	31	1.02	2.43	7.23	6.18	91	89		
pa	100	10000	0.01	0	7	0.4	0.5789	0:00:00	10.94	21.30	4.23	5.19	0.00	0.00	0.00	0.22	100	10000	9999	0.00	GapSeed	7	0	1		Gap	1428	2225	10041	10231	0	36	1.02	1.26	1.49	0.35	91	89		
