alg	cnt	n	e	m	k	pf	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	nr	|a|	|b|	r	H	k	md	pr	bf	ed	seeds	matches	f-match	expanded	explored	dbl	ret	prunes	shift	band	precom	align	prune	dist	h0	DM fr
pa	33333	3000	0.01	0	20	1.0	9.3415	0:00:09	200.09	212.80	194.31	195.75	0.00	0.00	90.55	8.93	33333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	125	125	3019	3082	0	0	125	89	1.03	0.09	0.18	0.03	27	26	0.273
pa	33333	3000	0.01	0	25	1.0	8.2046	0:00:08	200.29	212.66	194.31	195.74	0.00	0.00	91.04	7.94	33333	3000	2999	0.00	GapSeed	25	0	1		Gap	120	96	96	3023	3088	0	0	95	63	1.03	0.07	0.16	0.02	27	25	0.270
pa	33333	3000	0.01	0	31	1.0	7.8882	0:00:07	200.36	212.66	194.25	195.68	0.00	0.00	86.57	7.31	33333	3000	2999	0.00	GapSeed	31	0	1		Gap	96	72	72	3028	3097	1	0	72	43	1.03	0.07	0.16	0.02	27	24	0.267
pa	33333	3000	0.05	0	6	1.0	26.0688	0:00:26	200.70	213.05	194.51	195.81	0.00	0.00	57.96	15.59	33333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	760	452	3111	3434	4	4	387	200	1.14	0.29	0.47	0.15	132	120	0.168
pa	33333	3000	0.05	0	8	1.0	19.2343	0:00:19	200.27	212.98	194.44	195.59	0.00	0.00	77.41	15.38	33333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	287	272	3162	3518	6	15	264	133	1.17	0.16	0.39	0.06	132	116	0.167
pa	33333	3000	0.05	0	10	1.0	17.8679	0:00:17	200.31	212.96	194.39	195.64	0.00	0.00	84.17	15.52	33333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	198	197	3237	3638	9	49	193	82	1.21	0.12	0.39	0.05	132	111	0.165
pa	33333	3000	0.05	0	12	1.0	17.1995	0:00:17	200.16	212.98	194.38	195.42	0.00	0.00	87.50	15.54	33333	3000	2999	0.00	GapSeed	12	0	1		Gap	250	150	150	3352	3812	11	140	147	52	1.27	0.11	0.39	0.04	132	107	0.162
pa	33333	3000	0.05	0	14	1.0	17.0469	0:00:17	200.62	212.99	194.47	195.56	0.00	0.00	89.40	15.73	33333	3000	2999	0.00	GapSeed	14	0	1		Gap	214	117	117	3542	4084	14	355	114	34	1.36	0.09	0.41	0.03	132	103	0.160
pa	33333	3000	0.05	0	17	1.0	22.1664	0:00:22	200.51	213.06	194.61	195.89	0.00	0.00	68.13	15.59	33333	3000	2999	0.00	GapSeed	17	0	1		Gap	176	84	84	4141	4892	19	1027	82	18	1.63	0.07	0.58	0.02	132	97	0.162
pa	33333	3000	0.05	0	20	1.0	36.7601	0:00:36	201.19	213.59	195.16	196.44	0.00	0.00	41.95	15.91	33333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	62	62	5909	7121	29	2528	61	10	2.37	0.07	1.02	0.02	132	92	0.180
pa	33333	3000	0.1	0	6	1.0	34.3818	0:00:34	200.79	213.03	194.58	195.58	0.00	0.00	43.34	15.38	33333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	679	370	3578	4394	19	298	301	89	1.46	0.26	0.73	0.15	254	209	0.150
pa	33333	3000	0.1	0	8	1.0	31.2867	0:00:31	200.62	213.14	194.68	195.65	0.00	0.00	48.87	15.77	33333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	213	198	4420	5568	33	1463	188	46	1.86	0.13	0.79	0.06	254	194	0.161
pa	33333	3000	0.1	0	10	1.0	57.5321	0:00:57	200.91	213.57	195.09	196.34	0.00	0.00	78.59	45.72	33333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	132	131	7765	9786	66	5520	126	21	3.26	0.09	1.62	0.05	254	180	0.211
pa	33333	3000	0.1	1	7	1.0	160.3861	0:02:40	201.18	214.20	195.32	196.34	0.00	0.00	83.67	134.72	33333	3000	2999	0.00	GapSeed	7	1	1		Gap	428	5396	2461	3243	3882	14	434	376	0	1.29	2.45	2.27	1.76	254	246	0.147
pa	33333	3000	0.1	1	8	1.0	85.5633	0:01:25	201.42	213.86	195.27	196.33	0.00	0.00	88.07	75.85	33333	3000	2999	0.00	GapSeed	8	1	1		Gap	375	2169	1412	3299	3976	18	490	320	0	1.33	1.48	1.04	0.55	254	244	0.148
pa	33333	3000	0.1	1	9	1.0	66.8803	0:01:06	201.12	213.73	195.16	196.37	0.00	0.00	67.63	45.72	33333	3000	2999	0.00	GapSeed	9	1	1		Gap	333	1226	1032	3370	4089	23	566	274	0	1.36	1.15	0.81	0.32	254	241	0.149
pa	33333	3000	0.1	1	10	1.0	57.2879	0:00:57	201.02	213.64	195.04	196.10	0.00	0.00	79.10	45.81	33333	3000	2999	0.00	GapSeed	10	1	1		Gap	300	882	832	3454	4222	28	650	238	0	1.41	0.98	0.71	0.23	254	238	0.150
pa	33333	3000	0.1	1	11	1.0	57.9416	0:00:57	201.16	213.65	195.10	196.09	0.00	0.00	78.22	45.81	33333	3000	2999	0.00	GapSeed	11	1	1		Gap	272	706	692	3563	4387	33	785	208	0	1.46	0.95	0.76	0.21	254	234	0.151
pa	33333	3000	0.1	1	12	1.0	50.8119	0:00:50	201.38	213.63	195.07	196.14	0.00	0.00	89.33	45.89	33333	3000	2999	0.00	GapSeed	12	1	1		Gap	250	593	589	3693	4578	40	926	183	0	1.53	0.81	0.69	0.16	254	231	0.153
pa	33333	3000	0.1	1	13	1.0	51.4457	0:00:51	201.42	213.72	195.11	196.11	0.00	0.00	87.49	45.49	33333	3000	2999	0.00	GapSeed	13	1	1		Gap	230	503	501	3870	4833	46	1153	162	0	1.61	0.78	0.74	0.15	254	228	0.155
pa	33333	3000	0.1	1	14	1.0	51.0988	0:00:51	201.11	213.62	195.05	196.33	0.00	0.00	88.70	45.82	33333	3000	2999	0.00	GapSeed	14	1	1		Gap	214	434	432	4085	5136	53	1393	144	0	1.71	0.74	0.77	0.13	254	224	0.158
pa	33333	3000	0.2	1	7	1.0	160.9767	0:02:40	201.53	214.33	195.64	196.41	0.00	0.00	83.77	135.36	33333	3000	2999	0.00	GapSeed	7	1	1		Gap	428	4943	2007	4405	6037	83	2313	309	0	2.01	2.19	2.56	1.53	471	426	0.153
pa	33333	3000	0.2	1	8	1.0	96.9756	0:01:36	201.54	213.96	195.34	196.14	0.00	0.00	77.57	75.73	33333	3000	2999	0.00	GapSeed	8	1	1		Gap	375	1740	983	5186	7108	117	3370	252	0	2.37	1.26	1.62	0.42	471	414	0.167
pa	33333	3000	0.2	1	9	1.0	97.2881	0:01:37	201.73	214.01	195.44	196.23	0.00	0.00	76.18	74.58	33333	3000	2999	0.00	GapSeed	9	1	1		Gap	333	826	632	6571	8922	165	5310	209	0	2.97	1.04	1.85	0.24	471	401	0.190
pa	33333	3000	0.2	1	10	1.0	112.1830	0:01:52	201.65	213.96	195.40	196.19	0.00	0.00	93.71	105.62	33333	3000	2999	0.00	GapSeed	10	1	1		Gap	300	512	462	9320	12357	248	9142	179	0	4.12	0.83	2.52	0.18	471	389	0.230
pa	33333	3000	0.2	1	11	1.0	175.0349	0:02:55	202.21	214.56	196.05	196.87	0.00	0.00	94.19	165.33	33333	3000	2999	0.00	GapSeed	11	1	1		Gap	272	367	353	16130	20478	437	18416	159	0	6.83	0.82	4.41	0.19	471	375	0.310
pa	10000	10000	0.01	0	6	1.0	61.7282	0:01:01	200.10	211.27	194.01	195.35	0.00	0.00	73.32	45.75	10000	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5654	2217	10039	10228	0	0	1582	985	1.02	1.65	4.45	3.66	91	89	0.280
pa	10000	10000	0.01	0	8	1.0	17.0776	0:00:17	199.64	210.93	193.61	194.95	0.00	0.00	88.65	15.62	10000	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	1361	1193	10042	10234	0	0	1165	999	1.02	0.69	0.97	0.29	91	89	0.279
pa	10000	10000	0.01	0	10	1.0	13.0552	0:00:13	199.60	210.78	193.47	194.83	0.00	0.00	92.69	12.58	10000	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	929	920	10046	10240	1	0	915	773	1.02	0.47	0.79	0.19	91	88	0.279
pa	10000	10000	0.01	0	12	1.0	11.7280	0:00:11	199.71	210.88	193.48	194.84	0.00	0.00	93.63	11.47	10000	10000	9999	0.00	GapSeed	12	0	1		Gap	833	752	752	10049	10247	1	0	748	613	1.02	0.39	0.74	0.17	91	87	0.278
pa	10000	10000	0.01	0	14	1.0	10.6403	0:00:10	199.53	210.73	193.49	194.81	0.00	0.00	94.64	10.56	10000	10000	9999	0.00	GapSeed	14	0	1		Gap	714	633	632	10053	10254	1	0	630	499	1.03	0.35	0.68	0.14	91	87	0.278
pa	10000	10000	0.01	0	17	1.0	9.7499	0:00:09	199.86	211.18	193.88	195.25	0.00	0.00	92.20	9.47	10000	10000	9999	0.00	GapSeed	17	0	1		Gap	588	507	507	10058	10265	1	0	504	381	1.03	0.30	0.63	0.11	91	86	0.276
pa	10000	10000	0.01	0	20	1.0	9.2143	0:00:09	199.57	210.80	193.51	194.83	0.00	0.00	89.86	8.77	10000	10000	9999	0.00	GapSeed	20	0	1		Gap	500	419	419	10065	10277	2	0	417	300	1.03	0.27	0.61	0.10	91	85	0.275
pa	10000	10000	0.01	0	25	1.0	8.2519	0:00:08	199.32	210.79	193.36	194.69	0.00	0.00	88.35	7.78	10000	10000	9999	0.00	GapSeed	25	0	1		Gap	400	320	320	10077	10299	3	1	319	211	1.03	0.23	0.55	0.07	91	83	0.273
pa	10000	10000	0.01	0	31	1.0	7.7831	0:00:07	199.70	211.21	193.86	195.17	0.00	0.00	88.39	7.37	10000	10000	9999	0.00	GapSeed	31	0	1		Gap	322	244	244	10094	10329	3	3	243	145	1.03	0.21	0.53	0.06	91	81	0.269
pa	10000	10000	0.05	0	6	1.0	59.2306	0:00:59	200.15	211.55	194.21	195.17	0.00	0.00	75.67	45.30	10000	10000	10000	0.00	GapSeed	6	0	1		Gap	1666	5384	1946	10373	11451	14	30	1289	493	1.15	1.67	4.11	2.82	441	400	0.170
pa	10000	10000	0.05	0	8	1.0	18.1932	0:00:18	200.11	211.46	194.07	195.23	0.00	0.00	83.54	15.69	10000	10000	10000	0.00	GapSeed	8	0	1		Gap	1250	1093	925	10544	11739	22	58	883	436	1.17	0.57	1.20	0.22	441	386	0.169
pa	10000	10000	0.05	0	10	1.0	15.4850	0:00:15	200.04	211.34	194.00	195.17	0.00	0.00	92.34	14.79	10000	10000	10000	0.00	GapSeed	10	0	1		Gap	1000	669	660	10805	12152	30	187	644	275	1.22	0.39	1.12	0.15	441	371	0.166
pa	10000	10000	0.05	0	12	1.0	15.6589	0:00:15	200.20	211.54	195.24	195.94	0.00	0.00	95.72	15.48	10000	10000	10000	0.00	GapSeed	12	0	1		Gap	833	501	501	11217	12769	39	560	490	176	1.28	0.33	1.20	0.12	441	357	0.164
pa	10000	10000	0.05	0	14	1.0	17.3519	0:00:17	200.39	211.71	194.34	195.62	0.00	0.00	86.10	15.43	10000	10000	10000	0.00	GapSeed	14	0	1		Gap	714	392	392	11915	13762	48	1639	383	115	1.38	0.29	1.40	0.11	441	343	0.162
pa	10000	10000	0.05	0	17	1.0	24.2634	0:00:24	200.71	212.21	194.84	196.10	0.00	0.00	62.15	15.57	10000	10000	10000	0.00	GapSeed	17	0	1		Gap	588	281	281	14347	16989	69	5798	275	62	1.70	0.24	2.14	0.09	441	323	0.166
pa	10000	10000	0.05	0	20	1.0	52.1977	0:00:52	201.91	213.35	195.97	196.95	0.00	0.00	87.02	45.92	10000	10000	10000	0.00	GapSeed	20	0	1		Gap	500	209	208	24396	29293	119	19111	204	34	2.93	0.22	4.96	0.10	441	305	0.203
pa	10000	10000	0.1	0	6	1.0	59.2978	0:00:59	200.51	211.87	194.43	195.35	0.00	0.00	75.63	45.32	10000	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5111	1676	11955	14691	66	2240	1004	204	1.47	1.53	4.26	2.30	848	698	0.151
pa	10000	10000	0.1	0	8	1.0	33.0934	0:00:33	200.88	212.21	194.82	195.66	0.00	0.00	46.32	15.81	10000	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	846	678	14937	18823	115	7015	629	151	1.88	0.47	2.79	0.20	848	647	0.164
pa	10000	10000	0.1	0	10	1.0	74.3262	0:01:14	202.08	213.14	195.82	196.74	0.00	0.00	60.94	45.78	10000	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	447	438	28814	36067	246	31298	421	71	3.61	0.32	7.07	0.22	848	599	0.228
pa	10000	10000	0.1	1	8	1.0	140.0103	0:02:20	203.40	214.87	197.55	198.53	0.00	0.00	96.22	135.19	10000	10000	9999	0.00	GapSeed	8	1	1		Gap	1250	14846	6427	11003	13264	63	2129	1066	0	1.33	7.70	6.02	4.24	848	812	0.149
pa	10000	10000	0.1	1	9	1.0	84.7336	0:01:24	203.05	214.50	197.07	198.45	0.00	0.00	88.20	75.21	10000	10000	9999	0.00	GapSeed	9	1	1		Gap	1111	5987	3831	11237	13641	78	2546	916	0	1.36	5.14	3.17	1.42	848	803	0.150
pa	10000	10000	0.1	1	10	1.0	68.2837	0:01:08	202.87	214.15	196.73	197.57	0.00	0.00	66.52	45.91	10000	10000	9999	0.00	GapSeed	10	1	1		Gap	1000	3416	2867	11527	14095	96	3101	795	0	1.41	4.06	2.65	0.88	848	793	0.151
pa	10000	10000	0.1	1	11	1.0	60.6367	0:01:00	202.43	213.81	196.39	197.40	0.00	0.00	74.67	45.78	10000	10000	9999	0.00	GapSeed	11	1	1		Gap	909	2481	2341	11888	14641	114	3767	696	0	1.46	3.50	2.46	0.66	848	782	0.152
pa	10000	10000	0.1	1	12	1.0	60.1883	0:01:00	202.73	213.95	196.57	197.40	0.00	0.00	74.86	45.54	10000	10000	9999	0.00	GapSeed	12	1	1		Gap	833	2008	1972	12348	15319	134	4550	613	0	1.53	3.35	2.58	0.57	848	771	0.154
pa	10000	10000	0.1	1	13	1.0	58.9607	0:00:58	202.87	214.09	196.75	197.75	0.00	0.00	76.38	45.52	10000	10000	9999	0.00	GapSeed	13	1	1		Gap	769	1694	1684	12939	16167	156	5520	543	0	1.62	3.16	2.65	0.50	848	759	0.157
pa	10000	10000	0.1	1	14	1.0	59.5421	0:00:59	202.67	213.89	196.59	197.44	0.00	0.00	76.08	45.80	10000	10000	9999	0.00	GapSeed	14	1	1		Gap	714	1451	1448	13713	17248	181	6820	483	0	1.72	3.04	2.83	0.44	848	748	0.160
pa	10000	10000	0.2	1	8	1.0	155.7737	0:02:35	204.30	215.79	198.37	199.24	0.88	0.00	86.39	135.08	10000	10000	10000	0.00	GapSeed	8	1	1		Gap	1250	13416	4995	17392	23832	393	15610	842	0	2.38	6.72	8.62	4.10	1571	1380	0.170
pa	10000	10000	0.2	1	9	1.0	14.5857	0:00:14	203.29	214.45	197.02	197.99	0.00	0.00	94.06	14.21	
pa	10000	10000	0.2	1	10	1.0	134.5953	0:02:14	203.49	215.24	197.82	198.18	2.19	0.00	77.63	104.97	10000	10000	10000	0.00	GapSeed	10	1	1		Gap	1000	2182	1633	32103	42417	860	45655	600	0	4.24	3.38	9.99	0.76	1571	1295	0.237
pa	10000	10000	0.2	1	11	1.0	216.8890	0:03:36	204.88	216.06	199.22	200.68	1.86	0.00	89.26	194.08	10000	10000	10000	0.00	GapSeed	11	1	1		Gap	909	1346	1206	58114	73198	1589	102121	538	0	7.32	3.11	18.49	0.76	1571	1252	0.328
pa	3333	30000	0.01	0	6	1.0	419.4827	0:06:59	204.55	216.07	198.38	199.52	0.00	0.00	96.25	404.28	3333	30000	29999	0.00	GapSeed	6	0	1		Gap	5000	41386	10436	30117	30684	1	0	4748	1634	1.02	10.67	114.65	111.62	273	268	0.281
pa	3333	30000	0.01	0	8	1.0	19.5300	0:00:19	201.61	212.69	195.54	196.43	0.00	0.00	78.39	15.79	3333	30000	29999	0.00	GapSeed	8	0	1		Gap	3750	5228	3715	30126	30702	2	0	3497	2885	1.02	2.40	3.32	1.26	273	266	0.281
pa	3333	30000	0.01	0	10	1.0	14.1632	0:00:14	201.66	212.86	195.70	196.58	0.00	0.00	93.27	13.70	3333	30000	29999	0.00	GapSeed	10	0	1		Gap	3000	2844	2767	30136	30722	2	0	2746	2317	1.02	1.65	2.48	0.60	273	264	0.280
pa	3333	30000	0.01	0	12	1.0	12.8173	0:00:12	201.85	212.89	195.78	196.60	0.00	0.00	89.73	11.98	3333	30000	29999	0.00	GapSeed	12	0	1		Gap	2500	2262	2257	30147	30743	3	0	2247	1841	1.02	1.36	2.36	0.52	273	262	0.280
pa	3333	30000	0.01	0	14	1.0	12.1907	0:00:12	201.37	212.54	195.37	196.28	0.00	0.00	91.56	11.65	3333	30000	29999	0.00	GapSeed	14	0	1		Gap	2142	1899	1899	30157	30764	4	0	1890	1499	1.03	1.24	2.29	0.46	273	260	0.279
pa	3333	30000	0.01	0	17	1.0	10.3653	0:00:10	201.69	212.70	195.53	196.45	0.00	0.00	92.72	10.10	3333	30000	29999	0.00	GapSeed	17	0	1		Gap	1764	1521	1521	30175	30798	5	1	1514	1144	1.03	0.98	2.01	0.35	273	257	0.278
pa	3333	30000	0.01	0	20	1.0	9.6466	0:00:09	201.11	212.28	195.12	195.92	0.00	0.00	93.51	9.51	3333	30000	29999	0.00	GapSeed	20	0	1		Gap	1500	1258	1258	30193	30833	6	1	1253	900	1.03	0.86	1.91	0.31	273	255	0.277
pa	3333	30000	0.01	0	25	1.0	8.4968	0:00:08	201.64	212.50	195.34	196.17	0.00	0.00	85.90	7.77	3333	30000	29999	0.00	GapSeed	25	0	1		Gap	1200	962	962	30229	30899	9	5	957	633	1.03	0.72	1.70	0.21	273	250	0.274
pa	3333	30000	0.01	0	31	1.0	8.1300	0:00:08	201.38	212.34	195.24	196.03	0.00	0.00	90.02	7.79	3333	30000	29999	0.00	GapSeed	31	0	1		Gap	967	733	733	30283	30994	11	13	730	436	1.03	0.65	1.67	0.18	273	244	0.271
pa	3333	30000	0.05	0	6	1.0	318.2847	0:05:18	205.93	217.63	199.96	201.16	0.00	0.00	98.22	313.09	3333	30000	30001	0.00	GapSeed	6	0	1		Gap	5000	40576	9622	31121	34358	43	517	3871	757	1.15	10.14	84.85	80.92	1322	1201	0.171
pa	3333	30000	0.05	0	8	1.0	20.9675	0:00:20	203.10	214.02	196.98	197.67	0.00	0.00	72.87	15.77	3333	30000	30001	0.00	GapSeed	8	0	1		Gap	3750	4424	2911	31637	35227	66	197	2650	1242	1.17	2.08	4.07	0.94	1322	1156	0.169
pa	3333	30000	0.05	0	10	1.0	17.2037	0:00:17	203.72	214.73	197.58	198.26	0.00	0.00	87.83	15.60	3333	30000	30001	0.00	GapSeed	10	0	1		Gap	3000	2064	1986	32426	36475	90	587	1934	822	1.22	1.34	3.69	0.50	1322	1113	0.167
pa	3333	30000	0.05	0	12	1.0	16.7061	0:00:16	203.17	214.33	197.17	197.85	0.00	0.00	91.98	15.87	3333	30000	30001	0.00	GapSeed	12	0	1		Gap	2500	1509	1505	33677	38347	117	1787	1471	527	1.28	1.04	3.85	0.41	1322	1070	0.164
pa	3333	30000	0.05	0	14	1.0	17.7397	0:00:17	203.75	214.64	197.49	198.22	0.00	0.00	86.36	15.79	3333	30000	30001	0.00	GapSeed	14	0	1		Gap	2142	1177	1176	35826	41393	147	5663	1150	345	1.38	0.88	4.32	0.33	1322	1028	0.163
pa	3333	30000	0.05	0	17	1.0	25.8936	0:00:25	204.35	215.43	198.26	198.99	0.00	0.00	59.29	15.82	3333	30000	30001	0.00	GapSeed	17	0	1		Gap	1764	845	845	43576	51630	209	23581	826	188	1.72	0.71	6.94	0.28	1322	969	0.168
pa	3333	30000	0.05	0	20	1.0	65.1367	0:01:05	208.45	219.95	202.50	203.28	0.00	0.00	69.38	45.67	3333	30000	30001	0.00	GapSeed	20	0	1		Gap	1500	627	626	81213	97170	395	92465	613	104	3.24	0.65	18.76	0.30	1322	914	0.215
pa	3333	30000	0.1	0	6	1.0	265.1877	0:04:25	207.26	219.29	200.89	201.94	0.00	0.00	95.99	255.07	3333	30000	29999	0.00	GapSeed	6	0	1		Gap	5000	39755	8811	35884	44101	200	16250	3015	286	1.47	9.65	69.38	61.49	2544	2093	0.152
pa	3333	30000	0.1	0	8	1.0	38.3815	0:00:38	204.82	215.89	198.73	199.66	0.00	0.00	39.60	15.68	3333	30000	29999	0.00	GapSeed	8	0	1		Gap	3750	3684	2170	44917	56609	346	27827	1888	423	1.89	1.79	9.58	0.89	2544	1939	0.165
pa	3333	30000	0.1	0	10	1.0	86.9849	0:01:26	205.77	219.24	201.86	202.04	2.47	0.00	86.03	75.31	3333	30000	29999	0.00	GapSeed	10	0	1		Gap	3000	1399	1322	89290	111535	765	128561	1264	214	3.72	1.18	24.79	0.69	2544	1797	0.232
pa	3333	30000	0.1	1	9	1.0	121.7066	0:02:01	209.73	220.85	203.75	204.78	0.00	0.00	86.30	105.51	3333	30000	29999	0.00	GapSeed	9	1	1		Gap	3333	34171	14774	33720	40940	237	10259	2750	0	1.36	21.05	14.72	8.78	2544	2407	0.150
pa	3333	30000	0.1	1	10	1.0	81.4975	0:01:21	207.23	219.18	202.47	203.70	191.90	0.00	92.00	75.46	3333	30000	29999	0.00	GapSeed	10	1	1		Gap	3000	14287	9346	34590	42296	289	12109	2387	0	1.41	14.77	9.20	3.40	2544	2377	0.151
pa	3333	30000	0.1	1	11	1.0	72.7035	0:01:12	208.93	219.90	202.74	203.74	0.00	0.00	62.40	45.85	3333	30000	29999	0.00	GapSeed	11	1	1		Gap	2727	8452	7198	35683	43951	341	14329	2088	0	1.47	12.90	8.55	2.35	2544	2345	0.153
pa	3333	30000	0.1	1	12	1.0	70.0678	0:01:10	209.22	220.11	203.02	204.25	0.00	0.00	64.30	45.53	3333	30000	29999	0.00	GapSeed	12	1	1		Gap	2500	6281	5963	37063	45985	403	17306	1840	0	1.53	12.11	8.57	1.90	2544	2312	0.155
pa	3333	30000	0.1	1	13	1.0	65.1345	0:01:05	208.50	219.71	202.58	203.50	0.00	0.00	69.47	45.75	3333	30000	29999	0.00	GapSeed	13	1	1		Gap	2307	5145	5064	38842	48533	467	21288	1629	0	1.62	10.65	8.62	1.59	2544	2277	0.157
pa	3333	30000	0.1	1	14	1.0	67.1103	0:01:07	208.11	219.12	202.04	203.73	0.00	0.00	67.24	45.60	3333	30000	29999	0.00	GapSeed	14	1	1		Gap	2142	4372	4351	41198	51823	543	26439	1451	0	1.73	10.65	9.22	1.37	2544	2242	0.160
pa	3333	30000	0.2	1	9	1.0	155.0732	0:02:35	211.24	223.55	205.93	207.33	3.71	0.00	87.07	135.51	3333	30000	30000	0.00	GapSeed	9	1	1		Gap	3333	30169	10766	66795	90561	1689	95631	2104	0	3.02	17.46	28.47	8.95	4712	4013	0.194
pa	3333	30000	0.2	1	10	1.0	154.6593	0:02:34	211.39	223.45	206.27	206.75	2.51	0.00	87.05	135.09	3333	30000	30000	0.00	GapSeed	10	1	1		Gap	3000	10582	5642	97147	128249	2612	177458	1805	0	4.27	12.01	34.06	3.22	4712	3885	0.239
pa	3333	30000	0.2	1	11	1.0	256.0267	0:04:16	213.63	224.84	209.88	211.10	194.52	0.00	87.75	225.11	3333	30000	30000	0.00	GapSeed	11	1	1		Gap	2727	5047	3793	179128	225021	4904	418359	1623	0	7.50	10.36	66.19	2.46	4712	3755	0.334
pa	1000	100000	0.01	0	8	1.0	49.9792	0:00:49	208.95	220.80	202.93	204.23	0.00	0.00	90.01	45.46	1000	100000	100000	0.00	GapSeed	8	0	1		Gap	12500	30780	13960	100421	102343	7	0	11656	8446	1.02	13.95	34.82	25.71	909	886	0.217
pa	1000	100000	0.01	0	10	1.0	16.6007	0:00:16	209.20	220.97	203.17	204.56	0.00	0.00	92.77	15.89	1000	100000	100000	0.00	GapSeed	10	0	1		Gap	10000	10150	9287	100453	102409	10	0	9156	7670	1.02	6.66	9.52	2.44	909	880	0.216
pa	1000	100000	0.01	0	12	1.0	13.4794	0:00:13	208.40	220.09	202.25	203.33	0.00	0.00	93.77	13.12	1000	100000	100000	0.00	GapSeed	12	0	1		Gap	8333	7573	7528	100487	102477	12	0	7491	6133	1.02	4.83	8.25	1.88	909	874	0.216
pa	1000	100000	0.01	0	14	1.0	12.2633	0:00:12	207.80	219.30	201.87	203.11	0.00	0.00	94.10	12.03	1000	100000	100000	0.00	GapSeed	14	0	1		Gap	7142	6334	6331	100524	102550	15	1	6303	4999	1.03	4.07	7.80	1.58	909	867	0.215
pa	1000	100000	0.01	0	17	1.0	10.9034	0:00:10	207.62	219.65	201.85	202.80	0.00	0.00	90.61	10.37	1000	100000	100000	0.00	GapSeed	17	0	1		Gap	5882	5073	5073	100582	102662	18	3	5050	3814	1.03	3.54	6.99	1.19	909	858	0.214
pa	1000	100000	0.01	0	20	1.0	10.0536	0:00:10	208.78	219.78	202.70	203.88	0.00	0.00	88.42	9.38	1000	100000	100000	0.00	GapSeed	20	0	1		Gap	5000	4196	4196	100648	102784	23	6	4177	3001	1.03	3.04	6.62	0.99	909	849	0.213
pa	1000	100000	0.01	0	25	1.0	9.5484	0:00:09	207.47	218.75	201.29	202.52	0.00	0.00	88.71	8.96	1000	100000	100000	0.00	GapSeed	25	0	1		Gap	4000	3206	3206	100770	103008	31	17	3191	2111	1.03	2.74	6.40	0.82	909	833	0.211
pa	1000	100000	0.01	0	31	1.0	8.9607	0:00:08	207.39	218.66	201.29	202.76	0.00	0.00	90.40	8.61	1000	100000	100000	0.00	GapSeed	31	0	1		Gap	3225	2447	2447	100951	103327	40	46	2435	1456	1.03	2.39	6.16	0.65	909	814	0.208
pa	1000	100000	0.05	0	8	1.0	37.2741	0:00:37	214.16	226.15	208.20	209.25	0.00	0.00	40.19	15.45	1000	100000	100000	0.00	GapSeed	8	0	1		Gap	12500	28109	11283	105464	117435	223	878	8835	3499	1.17	11.24	24.54	10.69	4407	3853	0.131
pa	1000	100000	0.05	0	10	1.0	22.4970	0:00:22	213.00	224.86	206.73	207.81	0.00	0.00	65.93	15.32	1000	100000	100000	0.00	GapSeed	10	0	1		Gap	10000	7550	6687	108099	121599	305	1991	6451	2717	1.22	6.17	15.05	1.93	4407	3707	0.130
pa	1000	100000	0.05	0	12	1.0	22.1599	0:00:22	214.01	226.89	207.99	209.19	0.00	0.00	68.19	15.60	1000	100000	100000	0.00	GapSeed	12	0	1		Gap	8333	5068	5022	112304	127886	393	6055	4906	1760	1.28	5.37	15.54	1.44	4407	3565	0.128
pa	1000	100000	0.05	0	14	1.0	17.9381	0:00:17	215.65	226.94	209.63	210.68	0.00	0.00	85.18	15.76	1000	100000	100000	0.00	GapSeed	14	0	1		Gap	7142	3929	3927	119500	138082	491	20248	3837	1152	1.38	3.20	14.30	1.13	4407	3426	0.128
pa	1000	100000	0.05	0	17	1.0	29.7828	0:00:29	217.34	228.41	211.39	212.46	0.00	0.00	50.94	15.65	1000	100000	100000	0.00	GapSeed	17	0	1		Gap	5882	2821	2821	145701	172655	704	99472	2757	627	1.73	2.94	26.31	1.01	4407	3228	0.135
pa	1000	100000	0.05	0	20	1.0	85.6906	0:01:25	221.77	232.82	215.72	216.75	0.00	0.00	87.36	75.36	1000	100000	100000	0.00	GapSeed	20	0	1		Gap	5000	2092	2092	283300	338324	1384	432070	2046	347	3.38	3.49	80.31	1.11	4407	3042	0.186
pa	1000	100000	0.1	0	8	1.0	63.9774	0:01:03	220.55	233.20	216.03	216.46	0.00	0.00	69.84	45.19	1000	100000	99999	0.00	GapSeed	8	0	1		Gap	12500	25633	8808	149916	188925	1158	129917	6293	1123	1.89	11.05	50.90	9.88	8478	6464	0.129
