alg	cnt	n	e	m	k	pf	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	nr	|a|	|b|	r	H	k	md	pr	bf	ed	seeds	matches	f-match	expanded	explored	dbl	ret	prunes	shift	band	precom	align	prune	dist	h0	DM fr
pa	100000	1000	0.05	0	9	1.0	15.4032	0:00:15	204.40	216.62	198.54	199.20	0.00	0.00	94.65	15.05	100000	1000	999	0.00	GapSeed	9	0	1		Gap	111	76	76	1082	1208	0	8	74	34	1.21	0.06	0.09	0.02	44	38	4.259
pa	100000	1000	0.05	0	10	1.0	16.5574	0:00:16	204.71	217.04	198.70	200.51	0.00	0.00	89.99	15.38	100000	1000	999	0.00	GapSeed	10	0	1		Gap	100	65	65	1075	1206	2	11	64	27	1.21	0.04	0.12	0.02	44	37	0.164
pa	100000	1000	0.05	0	11	1.0	14.3224	0:00:14	204.36	216.66	198.55	199.11	0.00	0.00	91.67	13.62	100000	1000	999	0.00	GapSeed	11	0	1		Gap	90	56	56	1142	1285	0	23	55	21	1.29	0.04	0.10	0.02	44	36	3.517
pa	100000	1000	0.05	0	12	1.0	16.5568	0:00:16	204.69	217.05	198.70	200.07	0.00	0.00	89.58	15.31	100000	1000	999	0.00	GapSeed	12	0	1		Gap	83	49	49	1108	1257	3	30	48	17	1.26	0.04	0.12	0.01	44	36	0.162
pa	100000	1000	0.05	0	14	1.0	16.8520	0:00:16	204.88	217.10	198.70	200.06	0.00	0.00	90.21	15.68	100000	1000	999	0.00	GapSeed	14	0	1		Gap	71	38	38	1159	1331	4	66	37	11	1.33	0.03	0.13	0.01	44	34	0.159
pa	100000	1000	0.05	0	17	1.0	19.8100	0:00:19	204.93	217.20	198.76	200.49	0.00	0.00	74.85	15.32	100000	1000	999	0.00	GapSeed	17	0	1		Gap	58	27	27	1297	1524	5	157	26	6	1.52	0.03	0.17	0.01	44	32	0.158
pa	100000	1000	0.05	0	20	1.0	24.9008	0:00:24	204.93	217.31	201.36	202.13	0.00	0.00	60.28	15.49	100000	1000	999	0.00	GapSeed	20	0	1		Gap	50	20	20	1560	1871	7	277	20	3	1.87	0.02	0.22	0.01	44	31	0.162
pa	100000	1000	0.1	0	6	1.0	28.0025	0:00:28	204.93	217.24	198.69	199.48	0.00	0.00	53.35	15.43	100000	1000	999	0.00	GapSeed	6	0	1		Gap	166	144	110	1186	1455	6	66	99	33	1.46	0.07	0.20	0.03	85	70	0.149
pa	100000	1000	0.1	0	7	1.0	25.8055	0:00:25	204.77	216.75	198.66	199.24	0.00	0.00	58.36	15.54	100000	1000	999	0.00	GapSeed	7	0	1		Gap	142	90	82	1423	1745	0	183	78	23	1.75	0.06	0.20	0.02	85	67	1.924
pa	100000	1000	0.1	0	8	1.0	30.8636	0:00:30	204.82	217.23	198.68	199.49	0.00	0.00	47.85	15.26	100000	1000	999	0.00	GapSeed	8	0	1		Gap	125	67	65	1427	1796	10	296	62	15	1.80	0.04	0.25	0.02	85	65	0.158
pa	100000	1000	0.1	0	9	1.0	40.2395	0:00:40	204.77	217.09	198.90	199.47	0.00	0.00	37.65	15.63	100000	1000	999	0.00	GapSeed	9	0	1		Gap	111	53	52	2234	2698	0	652	51	10	2.70	0.05	0.35	0.02	85	62	1.640
pa	100000	1000	0.1	0	10	1.0	48.3954	0:00:48	205.13	217.31	198.91	199.86	0.00	0.00	92.24	45.13	100000	1000	999	0.00	GapSeed	10	0	1		Gap	100	43	43	2163	2750	18	851	41	7	2.75	0.04	0.44	0.02	85	60	0.190
pa	100000	1000	0.1	0	11	1.0	88.6722	0:01:28	205.26	217.42	199.28	199.89	0.00	0.00	84.05	75.02	100000	1000	999	0.00	GapSeed	11	0	1		Gap	90	35	35	5161	5933	0	1765	34	4	5.93	0.03	0.85	0.03	85	58	1.444
pa	100000	1000	0.1	1	7	1.0	96.7312	0:01:36	204.97	217.43	198.94	199.81	0.00	0.00	77.42	75.40	100000	1000	999	0.00	GapSeed	7	1	1		Gap	142	919	593	1081	1293	4	78	124	0	1.29	0.56	0.39	0.24	85	82	0.146
pa	100000	1000	0.1	1	8	1.0	73.1132	0:01:13	205.08	217.39	200.10	200.73	0.00	0.00	61.87	45.71	100000	1000	999	0.00	GapSeed	8	1	1		Gap	125	504	420	1098	1322	6	90	106	0	1.32	0.44	0.28	0.13	85	81	0.147
pa	100000	1000	0.1	1	9	1.0	65.7597	0:01:05	205.27	217.33	198.86	200.03	0.00	0.00	68.78	45.71	100000	1000	999	0.00	GapSeed	9	1	1		Gap	111	354	331	1120	1358	7	114	91	0	1.36	0.39	0.26	0.10	85	80	0.148
pa	100000	1000	0.1	1	10	1.0	60.9095	0:01:00	204.78	217.35	198.88	199.78	0.00	0.00	73.87	45.42	100000	1000	999	0.00	GapSeed	10	1	1		Gap	100	279	273	1147	1401	9	136	79	0	1.40	0.35	0.25	0.08	85	79	0.149
pa	100000	1000	0.1	1	11	1.0	55.1845	0:00:55	205.21	217.38	198.91	199.77	0.00	0.00	82.04	45.76	100000	1000	999	0.00	GapSeed	11	1	1		Gap	90	230	226	1185	1458	11	178	68	0	1.46	0.31	0.23	0.06	85	78	0.150
pa	100000	1000	0.1	1	12	1.0	55.7491	0:00:55	205.00	217.33	198.83	199.69	0.00	0.00	80.72	45.39	100000	1000	999	0.00	GapSeed	12	1	1		Gap	83	195	193	1223	1514	12	196	60	0	1.51	0.31	0.24	0.06	85	77	0.152
pa	100000	1000	0.1	1	13	1.0	52.4892	0:00:52	205.02	217.43	198.90	199.70	0.00	0.00	85.85	45.56	100000	1000	999	0.00	GapSeed	13	1	1		Gap	76	165	164	1281	1600	15	245	53	0	1.60	0.27	0.24	0.05	85	76	0.154
pa	100000	1000	0.1	1	14	1.0	52.6499	0:00:52	204.94	217.45	198.89	199.76	0.00	0.00	85.90	45.73	100000	1000	999	0.00	GapSeed	14	1	1		Gap	71	143	142	1341	1684	17	278	47	0	1.68	0.27	0.25	0.04	85	75	0.156
pa	100000	1000	0.1	1	15	1.0	53.1876	0:00:53	204.73	216.93	198.84	199.40	0.00	0.00	84.06	45.18	100000	1000	999	0.00	GapSeed	15	1	1		Gap	66	123	122	1711	2098	3	421	42	0	2.10	0.24	0.28	0.04	85	73	1.830
pa	100000	1000	0.1	1	16	1.0	55.5597	0:00:55	204.63	216.93	198.83	199.39	0.00	0.00	80.55	45.23	100000	1000	999	0.00	GapSeed	16	1	1		Gap	62	107	106	1929	2353	4	506	38	0	2.35	0.23	0.32	0.04	85	72	1.730
pa	100000	1000	0.1	1	17	1.0	59.3209	0:00:59	204.92	216.96	198.83	199.40	0.00	0.00	76.02	45.60	100000	1000	999	0.00	GapSeed	17	1	1		Gap	58	92	91	2273	2750	5	642	34	0	2.75	0.22	0.37	0.03	85	71	1.644
pa	100000	1000	0.2	1	7	1.0	100.5177	0:01:40	205.05	217.44	198.99	200.45	0.00	0.00	74.55	75.41	100000	1000	999	0.00	GapSeed	7	1	1		Gap	142	768	442	1463	2005	27	525	102	0	2.01	0.48	0.51	0.19	157	142	0.153
pa	100000	1000	0.2	1	8	1.0	80.8871	0:01:20	204.94	217.45	199.01	200.23	0.00	0.00	92.83	75.56	100000	1000	999	0.00	GapSeed	8	1	1		Gap	125	362	277	1701	2333	37	724	83	0	2.33	0.35	0.45	0.09	157	138	0.166
pa	100000	1000	0.2	1	9	1.0	87.8309	0:01:27	205.20	217.54	199.12	200.21	0.00	0.00	85.68	75.74	100000	1000	999	0.00	GapSeed	9	1	1		Gap	111	221	198	2116	2881	52	1092	69	0	2.88	0.31	0.56	0.07	157	134	0.186
pa	100000	1000	0.2	1	10	1.0	97.5026	0:01:37	205.31	217.54	199.11	200.42	0.00	0.00	77.11	75.67	100000	1000	999	0.00	GapSeed	10	1	1		Gap	100	156	150	2881	3848	76	1716	59	0	3.85	0.27	0.70	0.06	157	130	0.220
pa	100000	1000	0.2	1	11	1.0	131.2192	0:02:11	205.18	217.63	199.30	201.05	0.00	0.00	80.15	105.64	100000	1000	999	0.00	GapSeed	11	1	1		Gap	90	117	115	4610	5945	123	2993	51	0	5.95	0.24	1.07	0.05	157	125	0.284
pa	33333	3000	0.01	0	6	1.0	24.3728	0:00:24	200.38	212.84	195.05	196.25	0.00	0.00	62.97	15.83	33333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	842	533	3012	3068	0	0	474	381	1.02	0.32	0.40	0.17	27	27	0.277
pa	33333	3000	0.01	0	7	1.0	16.2459	0:00:16	200.21	212.33	194.20	194.78	0.00	0.00	93.01	15.58	33333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	482	414	3013	3069	0	0	402	348	1.02	0.25	0.22	0.10	27	27	27.378
pa	33333	3000	0.01	0	8	1.0	15.3977	0:00:15	200.26	212.80	194.41	195.82	0.00	0.00	93.91	14.95	33333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	368	353	3013	3070	0	0	349	303	1.02	0.18	0.27	0.07	27	27	0.276
pa	33333	3000	0.01	0	9	1.0	11.9977	0:00:11	200.21	212.31	194.17	194.74	0.00	0.00	92.26	11.55	33333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	312	309	3014	3071	0	0	307	264	1.02	0.17	0.18	0.07	27	27	27.297
pa	33333	3000	0.01	0	10	1.0	13.5299	0:00:13	200.21	212.80	195.01	196.50	0.53	0.00	92.61	13.02	33333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	276	275	3014	3072	0	0	274	232	1.02	0.14	0.25	0.06	27	26	0.276
pa	33333	3000	0.01	0	11	1.0	10.3612	0:00:10	199.98	212.27	194.13	194.69	0.00	0.00	88.70	9.68	33333	3000	2999	0.00	GapSeed	11	0	1		Gap	272	248	247	3015	3073	0	0	246	205	1.02	0.14	0.16	0.06	27	26	27.130
pa	33333	3000	0.01	0	12	1.0	11.8420	0:00:11	200.57	212.79	194.36	195.84	0.00	0.00	93.81	11.59	33333	3000	2999	0.00	GapSeed	12	0	1		Gap	250	225	225	3015	3074	0	0	224	184	1.02	0.12	0.22	0.05	27	26	0.275
pa	33333	3000	0.01	0	14	1.0	11.2516	0:00:11	200.32	212.75	194.39	195.84	0.00	0.00	90.12	10.61	33333	3000	2999	0.00	GapSeed	14	0	1		Gap	214	189	189	3016	3076	0	0	188	149	1.03	0.11	0.21	0.05	27	26	0.275
pa	33333	3000	0.01	0	17	1.0	9.7761	0:00:09	200.22	212.74	194.30	195.74	0.00	0.00	92.57	9.53	33333	3000	2999	0.00	GapSeed	17	0	1		Gap	176	151	151	3018	3079	0	0	151	113	1.03	0.09	0.19	0.03	27	26	0.274
pa	33333	3000	0.01	0	20	1.0	9.3415	0:00:09	200.09	212.80	194.31	195.75	0.00	0.00	90.55	8.93	33333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	125	125	3019	3082	0	0	125	89	1.03	0.09	0.18	0.03	27	26	0.273
pa	33333	3000	0.01	0	25	1.0	8.2046	0:00:08	200.29	212.66	194.31	195.74	0.00	0.00	91.04	7.94	33333	3000	2999	0.00	GapSeed	25	0	1		Gap	120	96	96	3023	3088	0	0	95	63	1.03	0.07	0.16	0.02	27	25	0.270
pa	33333	3000	0.01	0	31	1.0	7.8882	0:00:07	200.36	212.66	194.25	195.68	0.00	0.00	86.57	7.31	33333	3000	2999	0.00	GapSeed	31	0	1		Gap	96	72	72	3028	3097	1	0	72	43	1.03	0.07	0.16	0.02	27	24	0.267
pa	33333	3000	0.05	0	6	1.0	26.0688	0:00:26	200.70	213.05	194.51	195.81	0.00	0.00	57.96	15.59	33333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	760	452	3111	3434	4	4	387	200	1.14	0.29	0.47	0.15	132	120	0.168
pa	33333	3000	0.05	0	7	1.0	17.7488	0:00:17	200.30	212.35	194.20	194.77	0.00	0.00	85.81	15.71	33333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	401	333	3156	3498	0	9	316	168	1.17	0.23	0.29	0.09	132	118	3.925
pa	33333	3000	0.05	0	8	1.0	19.2343	0:00:19	200.27	212.98	194.44	195.59	0.00	0.00	77.41	15.38	33333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	287	272	3162	3518	6	15	264	133	1.17	0.16	0.39	0.06	132	116	0.167
pa	33333	3000	0.05	0	9	1.0	14.3146	0:00:14	200.08	212.31	194.18	194.75	0.00	0.00	93.47	13.86	33333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	233	230	3263	3648	0	33	224	104	1.22	0.14	0.27	0.06	132	113	4.043
pa	33333	3000	0.05	0	10	1.0	17.8679	0:00:17	200.31	212.96	194.39	195.64	0.00	0.00	84.17	15.52	33333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	198	197	3237	3638	9	49	193	82	1.21	0.12	0.39	0.05	132	111	0.165
pa	33333	3000	0.05	0	11	1.0	14.2593	0:00:14	200.23	212.29	194.16	194.70	0.00	0.00	89.98	13.32	33333	3000	2999	0.00	GapSeed	11	0	1		Gap	272	171	171	3460	3900	0	103	167	65	1.30	0.12	0.30	0.05	132	109	3.846
pa	33333	3000	0.05	0	12	1.0	17.1995	0:00:17	200.16	212.98	194.38	195.42	0.00	0.00	87.50	15.54	33333	3000	2999	0.00	GapSeed	12	0	1		Gap	250	150	150	3352	3812	11	140	147	52	1.27	0.11	0.39	0.04	132	107	0.162
pa	33333	3000	0.05	0	14	1.0	17.0469	0:00:17	200.62	212.99	194.47	195.56	0.00	0.00	89.40	15.73	33333	3000	2999	0.00	GapSeed	14	0	1		Gap	214	117	117	3542	4084	14	355	114	34	1.36	0.09	0.41	0.03	132	103	0.160
pa	33333	3000	0.05	0	17	1.0	22.1664	0:00:22	200.51	213.06	194.61	195.89	0.00	0.00	68.13	15.59	33333	3000	2999	0.00	GapSeed	17	0	1		Gap	176	84	84	4141	4892	19	1027	82	18	1.63	0.07	0.58	0.02	132	97	0.162
pa	33333	3000	0.05	0	20	1.0	36.7601	0:00:36	201.19	213.59	195.16	196.44	0.00	0.00	41.95	15.91	33333	3000	2999	0.00	GapSeed	20	0	1		Gap	150	62	62	5909	7121	29	2528	61	10	2.37	0.07	1.02	0.02	132	92	0.180
pa	33333	3000	0.1	0	6	1.0	34.3818	0:00:34	200.79	213.03	194.58	195.58	0.00	0.00	43.34	15.38	33333	3000	2999	0.00	GapSeed	6	0	1		Gap	500	679	370	3578	4394	19	298	301	89	1.46	0.26	0.73	0.15	254	209	0.150
pa	33333	3000	0.1	0	7	1.0	28.2815	0:00:28	200.27	212.58	194.35	194.92	0.00	0.00	52.08	15.22	33333	3000	2999	0.00	GapSeed	7	0	1		Gap	428	323	255	4355	5337	0	803	236	67	1.78	0.20	0.64	0.08	254	202	1.854
pa	33333	3000	0.1	0	8	1.0	31.2867	0:00:31	200.62	213.14	194.68	195.65	0.00	0.00	48.87	15.77	33333	3000	2999	0.00	GapSeed	8	0	1		Gap	375	213	198	4420	5568	33	1463	188	46	1.86	0.13	0.79	0.06	254	194	0.161
pa	33333	3000	0.1	0	9	1.0	47.0610	0:00:47	200.45	213.03	194.78	195.34	0.00	0.00	94.52	44.98	33333	3000	2999	0.00	GapSeed	9	0	1		Gap	333	163	159	7414	8888	0	3561	153	31	2.96	0.12	1.28	0.06	254	187	1.598
pa	33333	3000	0.1	0	10	1.0	57.5321	0:00:57	200.91	213.57	195.09	196.34	0.00	0.00	78.59	45.72	33333	3000	2999	0.00	GapSeed	10	0	1		Gap	300	132	131	7765	9786	66	5520	126	21	3.26	0.09	1.62	0.05	254	180	0.211
pa	33333	3000	0.1	0	11	1.0	159.4751	0:02:39	205.07	217.59	199.37	199.94	0.00	0.00	84.16	134.69	33333	3000	2999	0.00	GapSeed	11	0	1		Gap	272	108	108	23481	26323	0	14525	105	14	8.77	0.09	4.68	0.11	254	173	1.337
pa	33333	3000	0.1	1	7	1.0	160.3861	0:02:40	201.18	214.20	195.32	196.34	0.00	0.00	83.67	134.72	33333	3000	2999	0.00	GapSeed	7	1	1		Gap	428	5396	2461	3243	3882	14	434	376	0	1.29	2.45	2.27	1.76	254	246	0.147
pa	33333	3000	0.1	1	8	1.0	85.5633	0:01:25	201.42	213.86	195.27	196.33	0.00	0.00	88.07	75.85	33333	3000	2999	0.00	GapSeed	8	1	1		Gap	375	2169	1412	3299	3976	18	490	320	0	1.33	1.48	1.04	0.55	254	244	0.148
pa	33333	3000	0.1	1	9	1.0	66.8803	0:01:06	201.12	213.73	195.16	196.37	0.00	0.00	67.63	45.72	33333	3000	2999	0.00	GapSeed	9	1	1		Gap	333	1226	1032	3370	4089	23	566	274	0	1.36	1.15	0.81	0.32	254	241	0.149
pa	33333	3000	0.1	1	10	1.0	57.2879	0:00:57	201.02	213.64	195.04	196.10	0.00	0.00	79.10	45.81	33333	3000	2999	0.00	GapSeed	10	1	1		Gap	300	882	832	3454	4222	28	650	238	0	1.41	0.98	0.71	0.23	254	238	0.150
pa	33333	3000	0.1	1	11	1.0	57.9416	0:00:57	201.16	213.65	195.10	196.09	0.00	0.00	78.22	45.81	33333	3000	2999	0.00	GapSeed	11	1	1		Gap	272	706	692	3563	4387	33	785	208	0	1.46	0.95	0.76	0.21	254	234	0.151
pa	33333	3000	0.1	1	12	1.0	50.8119	0:00:50	201.38	213.63	195.07	196.14	0.00	0.00	89.33	45.89	33333	3000	2999	0.00	GapSeed	12	1	1		Gap	250	593	589	3693	4578	40	926	183	0	1.53	0.81	0.69	0.16	254	231	0.153
pa	33333	3000	0.1	1	13	1.0	51.4457	0:00:51	201.42	213.72	195.11	196.11	0.00	0.00	87.49	45.49	33333	3000	2999	0.00	GapSeed	13	1	1		Gap	230	503	501	3870	4833	46	1153	162	0	1.61	0.78	0.74	0.15	254	228	0.155
pa	33333	3000	0.1	1	14	1.0	51.0988	0:00:51	201.11	213.62	195.05	196.33	0.00	0.00	88.70	45.82	33333	3000	2999	0.00	GapSeed	14	1	1		Gap	214	434	432	4085	5136	53	1393	144	0	1.71	0.74	0.77	0.13	254	224	0.158
pa	33333	3000	0.1	1	15	1.0	55.3902	0:00:55	200.67	213.07	194.82	195.40	0.00	0.00	81.30	45.53	33333	3000	2999	0.00	GapSeed	15	1	1		Gap	200	375	374	5277	6459	12	2125	129	0	2.15	0.70	0.94	0.12	254	221	1.758
pa	33333	3000	0.1	1	16	1.0	59.0435	0:00:59	200.73	213.06	194.83	195.39	0.00	0.00	76.68	45.74	33333	3000	2999	0.00	GapSeed	16	1	1		Gap	187	325	324	6106	7422	15	2733	116	0	2.47	0.66	1.09	0.11	254	217	1.757
pa	33333	3000	0.1	1	17	1.0	64.9791	0:01:04	200.91	213.27	195.03	195.60	0.00	0.00	69.51	45.66	33333	3000	2999	0.00	GapSeed	17	1	1		Gap	176	283	282	7261	8741	19	3532	105	0	2.91	0.64	1.30	0.10	254	213	1.628
pa	33333	3000	0.2	1	7	1.0	160.9767	0:02:40	201.53	214.33	195.64	196.41	0.00	0.00	83.77	135.36	33333	3000	2999	0.00	GapSeed	7	1	1		Gap	428	4943	2007	4405	6037	83	2313	309	0	2.01	2.19	2.56	1.53	471	426	0.153
pa	33333	3000	0.2	1	8	1.0	96.9756	0:01:36	201.54	213.96	195.34	196.14	0.00	0.00	77.57	75.73	33333	3000	2999	0.00	GapSeed	8	1	1		Gap	375	1740	983	5186	7108	117	3370	252	0	2.37	1.26	1.62	0.42	471	414	0.167
pa	33333	3000	0.2	1	9	1.0	97.2881	0:01:37	201.73	214.01	195.44	196.23	0.00	0.00	76.18	74.58	33333	3000	2999	0.00	GapSeed	9	1	1		Gap	333	826	632	6571	8922	165	5310	209	0	2.97	1.04	1.85	0.24	471	401	0.190
pa	33333	3000	0.2	1	10	1.0	112.1830	0:01:52	201.65	213.96	195.40	196.19	0.00	0.00	93.71	105.62	33333	3000	2999	0.00	GapSeed	10	1	1		Gap	300	512	462	9320	12357	248	9142	179	0	4.12	0.83	2.52	0.18	471	389	0.230
pa	33333	3000	0.2	1	11	1.0	175.0349	0:02:55	202.21	214.56	196.05	196.87	0.00	0.00	94.19	165.33	33333	3000	2999	0.00	GapSeed	11	1	1		Gap	272	367	353	16130	20478	437	18416	159	0	6.83	0.82	4.41	0.19	471	375	0.310
pa	10000	10000	0.01	0	6	1.0	61.7282	0:01:01	200.10	211.27	194.01	195.35	0.00	0.00	73.32	45.75	10000	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5654	2217	10039	10228	0	0	1582	985	1.02	1.65	4.45	3.66	91	89	0.280
pa	10000	10000	0.01	0	7	1.0	20.1124	0:00:20	198.98	210.14	193.11	193.64	0.00	0.00	73.74	15.32	10000	10000	9999	0.00	GapSeed	7	0	1		Gap	1428	2220	1466	10041	10231	0	0	1343	1095	1.02	1.00	0.94	0.56	91	89	22.838
pa	10000	10000	0.01	0	8	1.0	17.0776	0:00:17	199.64	210.93	193.61	194.95	0.00	0.00	88.65	15.62	10000	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	1361	1193	10042	10234	0	0	1165	999	1.02	0.69	0.97	0.29	91	89	0.279
pa	10000	10000	0.01	0	9	1.0	12.3661	0:00:12	198.93	210.04	193.04	193.61	0.00	0.00	91.14	11.75	10000	10000	9999	0.00	GapSeed	9	0	1		Gap	1111	1073	1035	10045	10238	0	0	1026	878	1.02	0.59	0.59	0.24	91	88	22.853
pa	10000	10000	0.01	0	10	1.0	13.0552	0:00:13	199.60	210.78	193.47	194.83	0.00	0.00	92.69	12.58	10000	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	929	920	10046	10240	1	0	915	773	1.02	0.47	0.79	0.19	91	88	0.279
pa	10000	10000	0.01	0	11	1.0	9.7016	0:00:09	198.88	209.93	192.97	193.62	0.00	0.00	92.32	9.44	10000	10000	9999	0.00	GapSeed	11	0	1		Gap	909	830	828	10048	10245	0	0	824	686	1.02	0.43	0.50	0.20	91	88	22.869
pa	10000	10000	0.01	0	12	1.0	11.7280	0:00:11	199.71	210.88	193.48	194.84	0.00	0.00	93.63	11.47	10000	10000	9999	0.00	GapSeed	12	0	1		Gap	833	752	752	10049	10247	1	0	748	613	1.02	0.39	0.74	0.17	91	87	0.278
pa	10000	10000	0.01	0	14	1.0	10.6403	0:00:10	199.53	210.73	193.49	194.81	0.00	0.00	94.64	10.56	10000	10000	9999	0.00	GapSeed	14	0	1		Gap	714	633	632	10053	10254	1	0	630	499	1.03	0.35	0.68	0.14	91	87	0.278
pa	10000	10000	0.01	0	17	1.0	9.7499	0:00:09	199.86	211.18	193.88	195.25	0.00	0.00	92.20	9.47	10000	10000	9999	0.00	GapSeed	17	0	1		Gap	588	507	507	10058	10265	1	0	504	381	1.03	0.30	0.63	0.11	91	86	0.276
pa	10000	10000	0.01	0	20	1.0	9.2143	0:00:09	199.57	210.80	193.51	194.83	0.00	0.00	89.86	8.77	10000	10000	9999	0.00	GapSeed	20	0	1		Gap	500	419	419	10065	10277	2	0	417	300	1.03	0.27	0.61	0.10	91	85	0.275
pa	10000	10000	0.01	0	25	1.0	8.2519	0:00:08	199.32	210.79	193.36	194.69	0.00	0.00	88.35	7.78	10000	10000	9999	0.00	GapSeed	25	0	1		Gap	400	320	320	10077	10299	3	1	319	211	1.03	0.23	0.55	0.07	91	83	0.273
pa	10000	10000	0.01	0	31	1.0	7.7831	0:00:07	199.70	211.21	193.86	195.17	0.00	0.00	88.39	7.37	10000	10000	9999	0.00	GapSeed	31	0	1		Gap	322	244	244	10094	10329	3	3	243	145	1.03	0.21	0.53	0.06	91	81	0.269
pa	10000	10000	0.05	0	6	1.0	59.2306	0:00:59	200.15	211.55	194.21	195.17	0.00	0.00	75.67	45.30	10000	10000	10000	0.00	GapSeed	6	0	1		Gap	1666	5384	1946	10373	11451	14	30	1289	493	1.15	1.67	4.11	2.82	441	400	0.170
pa	10000	10000	0.05	0	7	1.0	20.7817	0:00:20	199.02	210.29	193.21	193.81	0.00	0.00	71.89	15.43	10000	10000	10000	0.00	GapSeed	7	0	1		Gap	1428	1950	1196	10526	11672	0	40	1057	521	1.17	0.81	1.19	0.44	441	393	4.279
pa	10000	10000	0.05	0	8	1.0	18.1932	0:00:18	200.11	211.46	194.07	195.23	0.00	0.00	83.54	15.69	10000	10000	10000	0.00	GapSeed	8	0	1		Gap	1250	1093	925	10544	11739	22	58	883	436	1.17	0.57	1.20	0.22	441	386	0.169
pa	10000	10000	0.05	0	9	1.0	14.9652	0:00:14	198.69	210.05	193.06	193.61	0.00	0.00	92.95	14.40	10000	10000	10000	0.00	GapSeed	9	0	1		Gap	1111	809	771	10894	12185	0	125	751	347	1.22	0.47	0.96	0.21	441	378	3.406
pa	10000	10000	0.05	0	10	1.0	15.4850	0:00:15	200.04	211.34	194.00	195.17	0.00	0.00	92.34	14.79	10000	10000	10000	0.00	GapSeed	10	0	1		Gap	1000	669	660	10805	12152	30	187	644	275	1.22	0.39	1.12	0.15	441	371	0.166
pa	10000	10000	0.05	0	11	1.0	14.1462	0:00:14	198.82	210.03	193.06	193.64	0.00	0.00	94.30	13.82	10000	10000	10000	0.00	GapSeed	11	0	1		Gap	909	575	572	11584	13066	0	396	561	219	1.31	0.37	1.00	0.15	441	364	3.636
pa	10000	10000	0.05	0	12	1.0	15.6589	0:00:15	200.20	211.54	195.24	195.94	0.00	0.00	95.72	15.48	10000	10000	10000	0.00	GapSeed	12	0	1		Gap	833	501	501	11217	12769	39	560	490	176	1.28	0.33	1.20	0.12	441	357	0.164
pa	10000	10000	0.05	0	14	1.0	17.3519	0:00:17	200.39	211.71	194.34	195.62	0.00	0.00	86.10	15.43	10000	10000	10000	0.00	GapSeed	14	0	1		Gap	714	392	392	11915	13762	48	1639	383	115	1.38	0.29	1.40	0.11	441	343	0.162
pa	10000	10000	0.05	0	17	1.0	24.2634	0:00:24	200.71	212.21	194.84	196.10	0.00	0.00	62.15	15.57	10000	10000	10000	0.00	GapSeed	17	0	1		Gap	588	281	281	14347	16989	69	5798	275	62	1.70	0.24	2.14	0.09	441	323	0.166
pa	10000	10000	0.05	0	20	1.0	52.1977	0:00:52	201.91	213.35	195.97	196.95	0.00	0.00	87.02	45.92	10000	10000	10000	0.00	GapSeed	20	0	1		Gap	500	209	208	24396	29293	119	19111	204	34	2.93	0.22	4.96	0.10	441	305	0.203
pa	10000	10000	0.1	0	6	1.0	59.2978	0:00:59	200.51	211.87	194.43	195.35	0.00	0.00	75.63	45.32	10000	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5111	1676	11955	14691	66	2240	1004	204	1.47	1.53	4.26	2.30	848	698	0.151
pa	10000	10000	0.1	0	7	1.0	30.5778	0:00:30	199.20	210.37	193.38	193.91	0.00	0.00	48.53	15.32	10000	10000	9999	0.00	GapSeed	7	0	1		Gap	1428	1691	936	14635	17934	0	3833	789	203	1.79	0.68	2.32	0.39	848	672	2.247
pa	10000	10000	0.1	0	8	1.0	33.0934	0:00:33	200.88	212.21	194.82	195.66	0.00	0.00	46.32	15.81	10000	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	846	678	14937	18823	115	7015	629	151	1.88	0.47	2.79	0.20	848	647	0.164
pa	10000	10000	0.1	0	9	1.0	52.6514	0:00:52	199.97	211.23	194.21	194.76	0.00	0.00	85.66	45.58	10000	10000	9999	0.00	GapSeed	9	0	1		Gap	1111	574	536	25894	30932	0	17912	513	105	3.09	0.37	4.84	0.22	848	622	1.643
pa	10000	10000	0.1	0	10	1.0	74.3262	0:01:14	202.08	213.14	195.82	196.74	0.00	0.00	60.94	45.78	10000	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	447	438	28814	36067	246	31298	421	71	3.61	0.32	7.07	0.22	848	599	0.228
